"UACE10","GEOID10","NAME10","state","ALAND10","report_year.x","report_year.y","agency_voms","mode_voms","service_area_sq_miles","service_area_population","report_year","total_facilities","per_facilities_prior1980","per_facilities_prior2000","bin_bus","bin_demandresponse","bin_light_commuterail","bin_ferry","bin_directly_operated","bin_purchased_transportation","fare_revenues_earned","total_operating_expenses","cost_per_hour","train_miles","train_hours","passengers_per_hour","passenger_miles"
"34219","34219","Grand Forks, ND--MN","ND",63328365,2023,2023,23,12,27,68224,2023,2,0,0,2,2,0,0,2,0,398979,4595743,142.8893,0,0,9.3429,903315
"34246","34246","Grand Island, NE","NE",72717452,2023,2023,14,14,546,61492,2023,0,0,0,0,1,0,0,1,0,117676,1241734,56.8481,0,0,2.8253,0
"34273","34273","Grand Junction, CO","CO",203833208,2023,2023,19,11,69,118330,2023,4,0,0,2,2,0,0,0,2,368696,5366978,171.0468,0,0,13.3066,0
"34300","34300","Grand Rapids, MI","MI",726620519,2023,2023,166,96,155,621711,2023,14,28.5714285714286,28.5714285714286,4,3,0,0,3,1,8187574,50538866,408.5519,0,0,33.9864,27512044
"34516","34516","Grants Pass, OR","OR",70529879,2023,2023,15,5,80,48000,2023,1,100,100,3,2,0,0,3,0,100374,3731641,402.7749,0,0,11.9328,0
"34624","34624","Grayling, MI","MI",10715744,2023,2023,17,17,0,0,2023,1,0,100,0,1,0,0,1,0,214180,2279587,101.0724,0,0,4.1441,0
"34705","34705","Great Bend, KS","KS",17214191,2023,2023,8,8,0,0,2023,0,0,0,0,2,0,0,2,0,86694,749697,68.6949,0,0,7.4399,0
"34759","34759","Great Falls, MT","MT",80667229,2023,2023,23,13,20,64735,2023,2,0,50,2,2,0,0,2,0,302347,4419789,149.4003,0,0,12.0381,1504648
"34786","34786","Greeley, CO","CO",106742345,2023,2023,24,17,37,139706,2023,2,0,50,2,2,0,0,2,0,279444,6256844,235.6745,0,0,16.8899,0
"34813","34813","Green Bay, WI","WI",271626827,2023,2023,27,15,62,179907,2023,1,0,0,1,1,0,0,1,1,820350,7212266,195.4242,0,0,20.1994,2684166
"34975","34975","Greenfield, MA","MA",36577468,2023,2023,42,27,0,0,2023,2,0,0,2,3,0,0,0,2,131103,4679001,433.0535,0,0,11.1609,0
"35164","35164","Greensboro, NC","NC",479956630,2023,2023,75,38,2287,1648925,2023,19,50,50,4,5,0,0,2,3,3345461,37885391,458.1839,0,0,26.2757,19136195
"35299","35299","Greenville, IL","IL",8798933,2023,2023,15,15,0,0,2023,1,0,0,0,1,0,0,1,0,23805,654572,38.1208,0,0,1.5739,0
"35326","35326","Greenville, MI","MI",15974648,2023,2023,6,6,0,0,2023,1,0,0,0,1,0,0,1,0,46617,382696,47.1126,0,0,2.7585,0
"35380","35380","Greenville, NC","NC",168593004,2023,2023,16,16,652,184554,2023,1,0,0,1,2,0,0,2,1,349429,4080063,261.5425,0,0,23.3537,0
"35407","35407","Greenville, OH","OH",13139677,2023,2023,8,8,0,0,2023,1,0,0,0,1,0,0,1,0,72296,768585,58.4031,0,0,3.3489,0
"35461","35461","Greenville, SC","SC",828959409,2023,2023,23,16,94,202390,2023,2,0,100,2,2,0,0,2,0,740835,9023345,194.9848,0,0,13.0043,4016483
"35488","35488","Greenville, TX","TX",31260493,2023,2023,19,19,861,685345,2023,1,0,0,0,1,0,0,1,0,113714,1875626,53.8231,0,0,1.9634,0
"35839","35839","Guadalupe, CA","CA",2744249,2023,2023,3,2,0,0,2023,0,0,0,1,1,0,0,0,2,54543,719949,138.2184,0,0,9.7854,0
"35866","35866","Guayama, PR","PR",105659039,2023,2023,2,2,20,198,0,0,0,0,0,1,0,0,1,0,0,28796,32.8721,0,0,0.2523,0
"35920","35920","Gulfport, MS","MS",426268028,2023,2023,74,37,80,124940,2023,13,7.69230769230769,7.69230769230769,2,3,0,0,2,1,1588633,9007143,205.7581,0,0,17.1626,6961094
"36001","36001","Gunnison, CO","CO",8354413,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36082","36082","Guthrie, OK","OK",13775333,2023,2023,37,36,0,0,2023,1,0,0,2,2,0,0,2,0,313514,3213541,77.7302,0,0,6.3076,0
"36109","36109","Guymon, OK","OK",12538912,2023,2023,4,4,0,0,2023,0,0,0,0,1,0,0,1,0,43596,301016,36.3766,0,0,3.0598,0
"36190","36190","Hagerstown, MD--WV--PA","MD",345182157,2023,2023,12,8,70,48220,2023,2,50,50,3,3,0,0,4,0,440307,5143587,309.7662,0,0,22.8255,0
"36190","36190","Hagerstown, MD--WV--PA","WV",345182157,2023,2023,27,17,121,188469,0,0,0,0,3,3,0,0,4,0,440307,5143587,309.7662,0,0,22.8255,0
"36217","36217","Hailey, ID","ID",15065691,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36406","36406","Hamilton, MT","MT",10825184,2023,2023,5,5,0,0,2023,1,0,0,0,1,0,0,1,0,28634,261396,36.5487,0,0,1.5631,0
"36514","36514","Hammond, LA","LA",198512128,2023,2023,14,11,791,135217,0,0,0,0,1,1,0,0,2,0,8181,552782,89.356,0,0,4.0335,0
"36703","36703","Hanford, CA","CA",71970492,2023,2023,743,743,1428,5466583,2023,7,14.2857142857143,14.2857142857143,2,4,0,0,1,3,13859351,19758187,286.5261,0,0,32.4474,112812575
"37000","37000","Harrisburg, IL","IL",15959592,2023,2023,133,133,0,0,2023,18,0,22.2222222222222,1,0,0,0,1,0,214817,18239066,108.7244,0,0,3.9285,0
"37081","37081","Harrisburg, PA","PA",672163211,2023,2023,336,134,5619,1544476,2023,22,4.54545454545455,4.54545454545455,6,4,0,0,3,3,20080176,48069986,700.2671,0,0,25.4132,19627362
"37108","37108","Harrison, AR","AR",29109866,2023,2023,79,79,0,0,2023,1,0,100,0,1,0,0,1,0,86235,1930268,30.5654,0,0,1.3146,0
"37162","37162","Harrisonburg, VA","VA",84234352,2023,2023,32,24,17,53162,2023,2,0,0,2,2,0,0,2,0,2257426,5945510,149.207,0,0,29.0771,3218771
"37232","37232","Hart, MI","MI",5125854,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37243","37243","Hartford, CT","CT",1336361793,2023,2023,218,209,664,851535,2023,118,100,100,8,2,1,0,4,6,6144727,193015641,1918.2827,386983,8445,95.2462,93458773
"37513","37513","Hastings, MI","MI",12104656,2023,2023,17,17,0,0,2023,2,50,100,0,2,0,0,2,0,151838,2122465,133.4176,0,0,6.535,0
"37567","37567","Hastings, NE","NE",22579568,2023,2023,14,14,0,0,2023,1,0,0,0,1,0,0,1,0,56907,511086,80.5748,0,0,1.616,0
"37594","37594","Hattiesburg, MS","MS",178303256,2023,2023,10,7,43,51084,2023,2,0,0,2,2,0,0,2,0,147549,1978505,179.8425,0,0,4.5232,0
"37702","37702","Havre, MT","MT",10957821,2023,2023,7,7,149,426230,2023,1,100,100,1,0,0,0,1,0,0,416189,63.9799,0,0,4.4575,0
"37783","37783","Hays, KS","KS",26396531,2023,2023,11,10,0,0,2023,1,0,0,2,2,0,0,2,0,102843,986051,253.4876,0,0,9.2007,0
"37837","37837","Hazard, KY","KY",17846696,2023,2023,53,53,0,0,2023,4,0,0,0,1,0,0,1,0,41396,8271065,97.2998,0,0,0.8304,0
"37918","37918","Hazlehurst, MS","MS",10778762,2023,2023,11,11,0,0,2023,0,0,0,0,1,0,0,1,0,405,494760,55.2434,0,0,2.158,0
"37945","37945","Hazleton, PA","PA",81339012,2023,2023,11,8,46,82286,2023,1,0,0,1,1,0,0,0,2,112726,3249203,175.949,0,0,6.4751,0
"38026","38026","Hebbronville, TX","TX",4341806,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38161","38161","Helena, MT","MT",72883100,2023,2023,14,14,18,36682,2023,1,0,0,1,2,0,0,1,0,31739,1739452,111.6823,0,0,3.5038,0
"38172","38172","Helena-West Helena, AR","AR",15837276,2023,2023,50,50,0,0,2023,2,0,0,0,1,0,0,1,0,446695,3459393,58.9535,0,0,1.1415,0
"38269","38269","Henderson, NC","NC",47367220,2023,2023,36,34,0,0,2023,1,0,0,2,2,0,0,2,0,209576,4156199,57.1493,0,0,3.8781,0
"38296","38296","Henderson, TN","TN",12240151,2023,2023,33,33,0,0,2023,2,0,100,0,1,0,0,1,0,55853,4973250,81.2782,0,0,1.3791,0
"38593","38593","Hiawatha, KS","KS",5075339,2023,2023,5,5,0,0,2023,0,0,0,0,1,0,0,1,0,29955,353923,56.5915,0,0,1.2571,0
"38620","38620","Hibbing, MN","MN",13775178,2023,2023,4,2,0,0,2023,1,0,0,2,2,0,0,2,0,60542,451352,110.7585,0,0,12.5914,0
"38647","38647","Hickory, NC","NC",677265960,2023,2023,51,43,1665,372155,2023,1,0,0,1,1,0,0,2,0,107258,5462726,225.9708,0,0,6.0945,1139015
"38809","38809","High Point, NC","NC",293087084,2023,2023,26,19,500,168860,2023,6,33.3333333333333,33.3333333333333,3,3,0,0,3,1,303146,6563325,395.2076,0,0,35.1199,0
"38917","38917","Hillsboro, OH","OH",10967291,2023,2023,49,49,0,0,2023,0,0,0,0,1,0,0,1,0,111385,5008877,57.0156,0,0,1.4545,0
"38998","38998","Hillsdale, MI","MI",19491973,2023,2023,8,8,0,0,2023,1,100,100,0,2,0,0,2,0,49501,499981,136.1381,0,0,5.9029,0
"39052","39052","Hilo, HI","HI",63624380,2023,2023,98,30,0,0,2023,6,33.3333333333333,50,4,4,0,0,0,4,510802,30980534,640.1521,0,0,30.4982,0
"39133","39133","Hinesville, GA","GA",81219453,2023,2023,5,3,37,53107,2023,0,0,0,1,1,0,0,0,2,18524,1382565,310.2202,0,0,4.5681,0
"39214","39214","Hobbs, NM","NM",52979367,2023,2023,6,4,0,0,2023,1,0,0,2,2,0,0,2,0,0,862930,186.7729,0,0,11.7074,0
"39403","39403","Holdrege, NE","NE",5987664,2023,2023,2,2,0,0,2023,1,0,0,0,1,0,0,1,0,11537,155897,103.243,0,0,9.0815,0
"39430","39430","Holland, MI","MI",153455715,2023,2023,19,11,45,90852,2023,2,0,50,2,2,0,0,2,0,194646,5486253,212.7709,0,0,8.0399,889220
"39511","39511","Hollister, CA","CA",29610263,2023,2023,9,5,0,0,2023,1,0,0,3,2,0,0,0,3,92737,2183048,273.7314,0,0,10.6107,0
"39538","39538","Holly, MI","MI",13279698,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39673","39673","Homer, LA","LA",8118988,2023,2023,5,5,0,0,2023,0,0,0,0,1,0,0,1,0,70589,205036,63.6165,0,0,1.0754,0
"39835","39835","Honesdale, PA","PA",10967829,2023,2023,41,41,8426,395300,2023,0,0,0,0,1,0,0,1,0,2008452,2008452,52.1405,0,0,1.328,0
"39916","39916","Hood River, OR--WA","OR",27095839,2023,2023,14,8,0,0,2023,4,0,0,3,2,0,0,3,0,189823,2392523,365.6743,0,0,11.1769,0
"40078","40078","Hopkinsville, KY","KY",52155708,2023,2023,106,100,0,0,2023,2,0,0,2,2,0,0,2,0,215425,6081299,64.7923,0,0,3.0783,0
"40132","40132","Hornell, NY","NY",13628878,2023,2023,12,8,0,0,2023,0,0,0,1,1,0,0,2,0,71788,689699,114.2949,0,0,7.5838,0
"40213","40213","Hot Springs, AR","AR",116090101,2023,2023,6,3,35,37930,0,0,0,0,1,1,0,0,2,0,112075,1670446,186.8766,0,0,10.6407,0
"40294","40294","Houghton, MI","MI",21669322,2023,2023,8,6,0,0,2023,1,0,100,2,3,0,0,2,0,105482,539647,143.6997,0,0,18.9103,0
"40375","40375","Houma, LA","LA",236754561,2023,2023,19,19,57,82939,2023,2,0,50,2,3,0,0,3,0,52539,2418411,311.6319,0,0,9.9186,0
"40429","40429","Houston, TX","TX",4306490558,2023,2023,1505,520,1703,4780913,2023,302,0,52.9801324503311,8,4,1,0,5,7,39483565,810959861,2188.8618,2027163,184977,153.0659,401300591
"40537","40537","Hudson, NY","NY",14652025,2023,2023,5,3,0,0,2023,0,0,0,2,0,0,0,0,2,57175,746723,236.8336,0,0,9.5958,0
"40547","40547","Hudson, WI--MN","WI",36562285,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40564","40564","Hugo, OK","OK",8443841,2023,2023,28,28,0,0,2023,4,0,0,0,1,0,0,1,0,66676,1086450,40.7047,0,0,2.0152,0
"40726","40726","Huntington, IN","IN",28177676,2023,2023,15,15,0,0,2023,1,100,100,0,1,0,0,1,0,44000,801537,36.8269,0,0,1.3877,0
"40753","40753","Huntington, WV--KY--OH","KY",337756213,2023,2023,11,6,17,23540,0,0,0,0,4,4,0,0,4,2,1450017,8802876,479.95,0,0,24.2031,4274626
"40753","40753","Huntington, WV--KY--OH","OH",337756213,2023,2023,20,13,67,113532,0,0,0,0,4,4,0,0,4,2,1450017,8802876,479.95,0,0,24.2031,4274626
"40753","40753","Huntington, WV--KY--OH","WV",337756213,2023,2023,33,23,92,144339,2023,4,25,75,4,4,0,0,4,2,1450017,8802876,479.95,0,0,24.2031,4274626
"40780","40780","Huntsville, AL","AL",543214186,2023,2023,35,19,56,110023,2023,4,0,0,2,3,0,0,3,0,608709,6304540,236.6654,0,0,16.746,3228556
"40861","40861","Huron, SD","SD",18647542,2023,2023,15,15,0,0,2023,1,0,0,0,1,0,0,1,0,214675,825237,58.9245,0,0,4.771,0
"40915","40915","Hutchinson, KS","KS",55942906,2023,2023,10,6,0,0,2023,1,0,0,2,2,0,0,2,0,46573,1201750,121.2228,0,0,6.856,0
"40996","40996","Idaho Falls, ID","ID",115409087,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41158","41158","Independence, KS","KS",14751020,2023,2023,24,24,0,0,2023,0,0,0,0,1,0,0,1,0,447825,2129739,64.9034,0,0,1.1945,0
"41185","41185","Indiana, PA","PA",30578936,2023,2023,19,11,1433,537169,2023,1,0,0,2,2,0,0,2,0,1203692,3560098,182.5471,0,0,8.6347,0
"41212","41212","Indianapolis, IN","IN",1827732282,2023,2023,194,105,1046,969466,2023,46,8.69565217391304,100,7,8,1,0,6,5,6996211,131822925,1465.4863,0,0,55.9673,38517225
"41347","41347","Indio--Cathedral City, CA","CA",372764825,2023,2023,82,47,1120,474031,2023,2,0,0,1,2,0,0,2,1,2252526,43962806,385.8404,0,0,20.9523,23674423
"41536","41536","Ionia, MI","MI",18553129,2023,2023,8,8,0,0,2023,1,0,100,0,1,0,0,1,0,83391,680853,57.9006,0,0,4.5396,0
"41590","41590","Iowa City, IA","IA",116984766,2023,2023,28,25,614,152854,2023,2,100,100,6,5,0,0,5,2,2332903,17874835,621.674,0,0,97.6553,7625506
"41671","41671","Iron Mountain--Kingsford, MI--WI","MI",46397753,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41752","41752","Ironwood, MI--WI","MI",13636840,2023,2023,9,9,0,0,2023,1,0,100,0,1,0,0,1,0,43028,750994,56.7602,0,0,2.0297,0
"41914","41914","Ithaca, NY","NY",63621676,2023,2023,48,30,476,104777,2023,3,0,33.3333333333333,2,2,0,0,1,1,3825753,16415912,228.9909,0,0,27.4451,10556141
"42157","42157","Jackson, MI","MI",149479601,2023,2023,18,9,702,159866,2023,4,50,100,2,2,0,0,2,0,505605,4706795,244.91,0,0,14.104,889242
"42211","42211","Jackson, MS","MS",628001905,2023,2023,32,18,101,160628,2023,4,0,0,2,3,0,0,1,2,323586,11385573,479.2731,0,0,16.4667,1079378
"42265","42265","Jackson, TN","TN",132536689,2023,2023,17,11,59,68205,2023,2,0,0,2,2,0,0,2,0,298427,3720408,179.8299,0,0,11.4363,1635772
"42319","42319","Jackson, WY","WY",10595632,2023,2023,27,14,0,0,2023,1,0,0,5,6,0,0,4,4,409937,7361550,614.5718,0,0,57.5919,0
"42346","42346","Jacksonville, FL","FL",1375210319,2023,2023,225,115,1807,1264452,2023,129,27.1317829457364,47.2868217054264,5,2,2,1,2,4,7567334,141368096,2697.0035,87588,8308,136.624,36776548
"42373","42373","Jacksonville, IL","IL",30005991,2023,2023,32,32,0,0,2023,2,0,0,0,1,0,0,1,0,269233,2308795,62.6029,0,0,2.5714,0
"42400","42400","Jacksonville, NC","NC",185068514,2023,2023,20,20,795,207298,2023,2,0,0,1,1,0,0,2,0,1250869,3969793,165.13,0,0,6.5345,0
"42508","42508","Jamestown, ND","ND",25562268,2023,2023,10,10,0,0,2023,1,0,0,0,1,0,0,1,0,99124,798750,77.9344,0,0,4.5833,0
"42562","42562","Janesville, WI","WI",79669400,2023,2023,17,15,35,66206,2023,2,0,0,1,1,0,0,1,1,470581,4003403,203.0227,0,0,17.2023,0
"42616","42616","Jasper, AL","AL",51220018,2023,2023,3,3,0,0,2023,0,0,0,0,1,0,0,1,0,27078,169675,91.7162,0,0,3.3005,0
"42670","42670","Jasper, GA","GA",22779517,2023,2023,27,27,0,0,2023,0,0,0,0,1,0,0,1,0,39709,1749131,58.9489,0,0,1.689,0
"42967","42967","Jefferson City, MO","MO",103636540,2023,2023,18,9,36,43228,2023,4,0,100,2,2,0,0,2,0,168922,3193752,223.1577,0,0,11.8291,0
"43021","43021","Jennings, LA","LA",18389009,2023,2023,6,6,0,0,2023,0,0,0,0,1,0,0,1,0,50428,273050,56.4736,0,0,0.8163,0
"43075","43075","Jerseyville, IL","IL",13579514,2023,2023,14,14,0,0,2023,0,0,0,0,1,0,0,1,0,59131,869867,64.6934,0,0,2.2397,0
"43210","43210","Johnson City, TN","TN",284624534,2023,2023,50,50,2897,516931,2023,5,0,100,2,3,0,0,3,0,2808871,9296616,237.6716,0,0,15.1892,2243178
"43291","43291","Johnstown, PA","PA",100175034,2023,2023,43,32,688,133472,2023,7,57.1428571428571,85.7142857142857,2,2,0,0,3,0,1085258,12832430,248.0967,0,0,11.8305,4713352
"43345","43345","Jonesboro, AR","AR",121639819,2023,2023,10,10,39,79846,2023,3,0,0,2,3,0,0,3,0,95471,1386146,141.9416,0,0,7.7168,0
"43399","43399","Joplin, MO","MO",166722566,2023,2023,9,6,105,64250,2023,2,0,0,1,1,0,0,2,0,111095,1109151,277.1256,0,0,10.7622,0
"43561","43561","Juneau, AK","AK",36558009,2023,2023,18,13,0,0,2023,3,33.3333333333333,33.3333333333333,2,3,0,0,2,1,561001,6978682,374.9185,0,0,24.2412,0
"43615","43615","Kahului, HI","HI",43589358,2023,2023,62,39,727,78477,0,0,0,0,2,1,0,0,0,3,1652832,24614177,485.8199,0,0,28.927,13913350
"43669","43669","Kailua (Honolulu County)--Kaneohe, HI","HI",101197294,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43723","43723","Kalamazoo, MI","MI",340877246,2023,2023,69,41,580,261670,2023,3,33.3333333333333,66.6666666666667,2,2,0,0,1,1,3049785,19399894,219.1221,0,0,17.3694,7244636
"43777","43777","Kalispell, MT","MT",45176440,2023,2023,14,10,0,0,2023,2,0,0,2,2,0,0,2,0,4668,1397985,123.0373,0,0,21.0948,0
"43885","43885","Kankakee, IL","IL",96270882,2023,2023,17,12,26,66010,2023,2,0,0,2,2,0,0,1,3,250444,9110966,369.4388,0,0,16.549,5319426
"43912","43912","Kansas City, MO--KS","KS",1755904744,2023,2023,139,80,156,384054,2023,3,0,0,8,12,2,0,6,8,1289471,146263822,2252.2557,139590,19864,199.0874,54383390
"43912","43912","Kansas City, MO--KS","MO",1755904744,2023,2023,309,120,459,621956,2023,10,40,80,8,12,2,0,6,8,1289471,146263822,2252.2557,139590,19864,199.0874,54383390
"44182","44182","Kearney, NE","NE",34567012,2023,2023,35,35,0,0,2023,2,0,0,0,1,0,0,1,0,187144,2105564,60.1452,0,0,2.5094,0
"44209","44209","Keene, NH","NH",27905408,2023,2023,7,5,0,0,2023,0,0,0,2,2,0,0,4,0,50052,1256042,555.7551,0,0,24.4105,0
"44317","44317","Kemmerer, WY","WY",3831154,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44479","44479","Kennewick--Pasco, WA","WA",266077040,2023,2023,273,123,616,307750,2023,6,0,33.3333333333333,1,3,0,0,3,1,1789441,47210250,377.692,0,0,24.1556,24325382
"44506","44506","Kenosha, WI--IL","WI",132368664,2023,2023,57,41,27,99894,2023,6,0,0,3,3,3,0,2,2,1727060,8325231,367.4108,16645,2481,31.3813,4037901
"44533","44533","Kenton, OH","OH",10369777,0,0,0,0,0,0,2023,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"44668","44668","Ketchikan, AK","AK",14539074,2023,2023,10,6,0,0,2023,1,0,0,2,2,0,0,1,1,252836,3796822,253.8111,0,0,21.0128,0
"44857","44857","Key West, FL","FL",21154653,2023,2023,8,8,798,1001311,2023,1,0,0,1,0,0,0,1,0,397590,5218971,114.2457,0,0,6.4502,0
"44938","44938","Kilgore, TX","TX",45504036,2023,2023,51,50,981,384304,2023,2,0,50,2,2,0,0,2,0,85524,5832901,140.0236,0,0,5.2142,0
"44992","44992","Killeen, TX","TX",219809153,2023,2023,67,57,8426,395300,0,0,0,0,1,1,0,0,2,0,203948,10665255,251.5459,0,0,11.1076,2540897
"45127","45127","Kingman, AZ","AZ",61544286,2023,2023,5,5,0,0,2023,1,0,0,1,0,0,0,1,0,122535,993831,69.5814,0,0,5.7372,0
"45235","45235","Kingsport, TN--VA","TN",294367850,2023,2023,13,7,54,56150,2023,5,0,40,2,2,0,0,2,0,58028,1871457,171.8669,0,0,8.5585,0
"45262","45262","Kingston, NY","NY",110948193,0,0,0,0,0,0,2023,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"45316","45316","Kingsville, TX","TX",25128970,2023,2023,18,17,0,0,2023,2,0,50,2,2,0,0,2,0,6751,892475,174.8606,0,0,5.5062,0
"45397","45397","Kinston, NC","NC",82779705,2023,2023,15,15,0,0,2023,0,0,0,0,1,0,0,1,0,173231,1476478,54.5813,0,0,2.4424,0
"45478","45478","Kittanning--Ford City, PA","PA",20136411,2023,2023,11,8,0,0,2023,2,50,100,2,2,0,0,2,0,254789,1284873,238.3525,0,0,6.6619,0
"45505","45505","Klamath Falls--Altamont, OR","OR",56706022,2023,2023,10,6,0,0,2023,3,0,100,2,3,0,0,2,0,132060,3819656,232.1321,0,0,12.1696,0
"45640","45640","Knoxville, TN","TN",1134861513,2023,2023,64,44,282,434938,2023,2,0,50,3,4,0,0,3,0,2523114,25722372,253.0997,0,0,15.3162,8794839
"45667","45667","Kodiak, AK","AK",8928720,2023,2023,2,2,0,0,2023,0,0,0,0,1,0,0,1,0,20316,440569,120.6047,0,0,3.5576,0
"45694","45694","Kokomo, IN","IN",94073117,2023,2023,31,26,80,62576,2023,3,0,0,2,2,0,0,2,0,945,2670125,146.1582,0,0,21.0105,1263538
"45775","45775","Kuna, ID","ID",13727378,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45856","45856","Laconia, NH","NH",33839244,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45910","45910","La Crosse, WI--MN","WI",132052314,2023,2023,26,16,36,79727,2023,2,50,50,2,2,0,0,1,3,976435,8243385,264.7162,0,0,17.5317,2005024
"46018","46018","Lafayette, IN","IN",164999310,2023,2023,52,43,74,134333,2023,3,33.3333333333333,33.3333333333333,2,3,0,0,3,0,3279340,15308858,253.1247,0,0,35.6786,10619883
"46045","46045","Lafayette, LA","LA",463065599,2023,2023,19,11,148,249750,2023,2,0,0,1,2,0,0,2,1,374050,5984823,227.6233,0,0,23.6002,6000021
"46207","46207","La Grande, OR","OR",15679631,2023,2023,20,14,0,0,2023,4,0,50,3,2,0,0,3,0,208462,2131454,273.4811,0,0,8.3264,0
"46261","46261","Lagrange, IN","IN",5531671,2023,2023,9,9,0,0,2023,0,0,0,0,1,0,0,1,0,192786,1137572,75.6968,0,0,2.2231,0
"46450","46450","La Junta, CO","CO",9842472,2023,2023,4,4,0,0,2023,0,0,0,0,1,0,0,1,0,11931,298612,99.1408,0,0,6.1846,0
"46531","46531","Lake Charles, LA","LA",329526264,2023,2023,9,9,43,73474,2023,2,0,50,2,3,0,0,3,0,57602,4614246,541.5215,0,0,7.7776,0
"46666","46666","Lake Conroe Westshore, TX","TX",35804760,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46747","46747","Lake Havasu City, AZ","AZ",76529242,2023,2023,7,7,32,48200,2023,1,0,0,0,1,0,0,1,0,62799,644948,93.0258,0,0,2.2966,0
"46828","46828","Lakeland, FL","FL",378642402,2023,2023,76,35,77,819629,2023,11,0,18.1818181818182,3,3,0,0,2,2,797720,23598446,443.1875,0,0,12.9506,4655234
"46882","46882","Lake Mills, WI","WI",10506580,2023,2023,2,2,0,0,2023,0,0,0,0,1,0,0,0,1,12982,118466,33.1188,0,0,1.4814,0
"47132","47132","Lakes--Knik-Fairview--Wasilla, AK","AK",135232852,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47152","47152","Lakeview, OR","OR",3362852,0,0,0,0,0,0,2023,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"47287","47287","Lamar, CO","CO",12575507,2023,2023,5,4,0,0,2023,1,0,0,2,2,0,0,2,0,24788,569873,98.7142,0,0,3.3631,0
"47314","47314","Lamar, MO","MO",7192317,2023,2023,3,3,0,0,2023,0,0,0,0,1,0,0,1,0,37537,134845,59.7717,0,0,7.6751,0
"47395","47395","Lamesa, TX","TX",13800540,2023,2023,110,110,0,0,2023,6,16.6666666666667,50,0,1,0,0,1,0,982121,4995608,94.319,0,0,1.1979,0
"47503","47503","Lancaster, OH","OH",55723545,0,0,0,0,0,0,2023,1,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0
"47530","47530","Lancaster, PA","PA",641174470,2023,2023,163,75,1848,949401,2023,7,0,0,2,3,0,0,2,1,6036253,35844466,262.291,0,0,17.766,17522092
"47557","47557","Lancaster, SC","SC",61783879,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47584","47584","Lancaster, WI","WI",5686820,2023,2023,1,1,0,0,2023,0,0,0,0,1,0,0,1,0,6433,63787,38.1501,0,0,2.4109,0
"47611","47611","Lancaster--Palmdale, CA","CA",299239691,0,0,0,0,0,0,2023,5,0,50,3,1,0,0,0,0,0,0,0,0,0,0,0
"47638","47638","Lander, WY","WY",6720370,2023,2023,5,5,0,0,2023,0,0,0,0,1,0,0,1,0,25433,230533,34.0572,0,0,1.9684,0
"47719","47719","Lansing, MI","MI",409794294,2023,2023,169,88,158,313532,2023,4,25,50,2,3,0,0,2,1,5800681,60583308,409.5869,0,0,30.7215,22977380
"47746","47746","Lapeer, MI","MI",27130205,2023,2023,27,27,0,0,2023,1,0,0,0,1,0,0,1,0,417534,2167892,57.4291,0,0,2.9339,0
"47827","47827","Laramie, WY","WY",47511952,2023,2023,16,10,0,0,2023,1,0,0,1,2,0,0,3,0,8339,2934779,175.6914,0,0,17.0544,0
"47854","47854","Laredo, TX","TX",170141096,2023,2023,45,37,725,254042,2023,4,0,100,4,4,0,0,4,0,2641011,19016349,397.3044,0,0,18.8674,6530860
"47935","47935","Las Cruces, NM","NM",167820294,2023,2023,54,54,121697,1963128,2023,3,0,100,4,4,0,0,5,1,1480413,11632200,398.0081,0,0,25.9089,7406078
"47989","47989","Las Vegas, NM","NM",25065524,2023,2023,4,4,0,0,2023,0,0,0,0,1,0,0,1,0,10876,308136,97.6969,0,0,4.8684,0
