"UACE10","GEOID10","NAME10","state","ALAND10","agency_voms","mode_voms","total_facilities","per_facilities_prior1980","per_facilities_prior2000","bin_bus","bin_demandresponse","bin_light_commuterail","bin_ferry","bin_directly_operated","bin_purchased_transportation","fare_revenues_earned","total_operating_expenses","cost_per_hour","train_miles","train_hours","passengers_per_hour","passenger_miles"
"22366","22366","Davenport, IA--IL","IL",357696091,60,46,14,28.5714285714286,57.1428571428571,5,5,0,1,5,6,2412817,29223600,1032.9464,0,0,83.6098,17022512
"22420","22420","Davis, CA","CA",36571036,35,35,4,0,50,1,1,0,0,2,0,2911478,6283306,188.931,0,0,52.7151,8070025
"22528","22528","Dayton, OH","OH",909334087,194,117,11,45.4545454545455,81.8181818181818,2,3,0,0,3,2,10507515,81231659,513.8143,0,0,52.3317,58291781
"22690","22690","Decatur, AL","AL",151169361,39,39,0,0,0,0,1,0,0,1,0,100310,1473352,41.5415,0,0,4.0017,702348
"22717","22717","Decatur, IL","IL",153201774,26,19,2,0,50,1,1,0,0,2,1,511795,7717016,325.6099,0,0,23.2234,3269960
"22798","22798","Decorah, IA","IA",13379356,28,28,1,100,100,0,2,0,0,1,0,714963,3400965,29.5261,0,0,1.1361,0
"22960","22960","DeKalb, IL","IL",66762206,27,23,0,0,0,2,1,0,0,2,1,1831931,5892009,217.2742,0,0,27.3502,1110139
"22987","22987","Delano, CA","CA",25683187,0,0,2,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"23176","23176","Delphos, OH","OH",10833137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23203","23203","Del Rio, TX","TX",50259722,17,15,2,0,50,2,2,0,0,2,0,81669,1312288,134.9161,0,0,5.4344,0
"23365","23365","Demopolis, AL","AL",13136067,40,40,0,0,0,0,2,0,0,1,0,78202,2050619,40.951,0,0,10.1951,0
"23473","23473","Denton, MD","MD",11791876,20,11,1,0,0,2,2,0,0,2,0,71283,1542688,66.9072,0,0,4.1227,0
"23500","23500","Denton--Lewisville, TX","TX",376268169,116,50,15,6.66666666666667,100,1,3,0,0,3,3,5702831,34959215,941.801,349389,15104,44.6574,17387155
"23527","23527","Denver--Aurora, CO","CO",1726575448,1483,483,274,8.02919708029197,51.0948905109489,3,3,2,0,5,3,155170571,648682834,1076.5961,8156946,436869,147.399,623653825
"23743","23743","Des Moines, IA","IA",517188950,230,110,7,42.8571428571429,57.1428571428571,1,2,0,0,3,1,6658338,31550576,328.7127,0,0,28.9327,26401925
"23824","23824","Detroit, MI","MI",3460552155,427,427,14,50,85.7142857142857,2,4,2,0,5,3,36785387,255349946,1240.7987,420442,52256,132.7584,231130501
"23851","23851","Detroit Lakes, MN","MN",14942428,5,5,1,0,0,0,2,0,0,1,0,70231,524336,51.9453,0,0,4.2723,0
"23878","23878","Devils Lake, ND","ND",8345818,6,6,0,0,0,0,2,0,0,1,0,40970,346606,40.9506,0,0,3.146,0
"24094","24094","Dickinson, ND","ND",19586299,12,12,0,0,0,0,2,0,0,1,0,164661,967402,58.7765,0,0,2.299,0
"24283","24283","Dixon, CA","CA",16068747,9,9,1,0,0,0,2,0,0,1,0,117350,895408,94.0061,0,0,6.5289,0
"24310","24310","Dixon, IL","IL",25513555,27,26,1,0,0,2,2,0,0,2,0,41739,1605526,57.0847,0,0,3.09,0
"24337","24337","Dodge City, KS","KS",27885255,7,4,0,0,0,2,2,0,0,2,0,32100,668859,83.7369,0,0,5.8104,0
"24391","24391","Donaldsonville, LA","LA",41362504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24472","24472","Dothan, AL","AL",143862510,23,12,0,0,0,0,2,0,0,1,2,73323,2401266,112.7138,0,0,5.015,0
"24499","24499","Douglas, AZ","AZ",14681439,7,5,0,0,0,2,2,0,0,2,0,32702,690394,95.9881,0,0,10.367,0
"24580","24580","Dover, DE","DE",191557569,0,0,29,6.89655172413793,41.3793103448276,0,0,0,0,0,0,0,0,0,0,0,0,0
"24607","24607","Dover--Rochester, NH--ME","NH",172170546,25,25,12,50,100,2,1,0,0,3,0,2723703,8450128,327.064,0,0,53.9257,3496646
"24634","24634","Dowagiac, MI","MI",8985213,2,2,0,0,0,0,2,0,0,0,1,27410,195425,50.3543,0,0,6.1863,0
"24823","24823","Dubuque, IA--IL","IA",87456010,20,17,4,0,0,1,3,0,0,3,0,638040,5966316,200.6513,0,0,18.678,0
"24850","24850","Duluth, MN--WI","MN",182200139,68,60,2,0,50,1,1,0,0,1,1,2552989,18398951,159.1764,0,0,18.485,10904976
"25147","25147","Durango, CO","CO",24182921,12,10,2,50,50,2,3,0,0,2,0,304276,1869115,164.2586,0,0,19.1547,0
"25201","25201","Durant, OK","OK",26219068,37,37,0,0,0,0,2,0,0,1,0,47059,1370596,37.9309,0,0,2.6384,0
"25228","25228","Durham, NC","NC",470815650,164,87,16,0,25,5,6,0,0,7,4,4672712,75705696,1074.1077,0,0,121.8868,58469289
"25714","25714","Eastman, GA","GA",14614942,3,3,0,0,0,0,2,0,0,1,0,6140,176120,31.5401,0,0,2.74,0
"25795","25795","East Prairie, MO","MO",5251732,6,6,1,0,0,0,2,0,0,1,0,25185,338607,40.5275,0,0,2.4057,0
"25876","25876","East Tawas, MI","MI",8124926,6,6,1,0,100,0,2,0,0,1,0,78567,481946,57.7527,0,0,3.5868,0
"25957","25957","Eaton, OH","OH",10129890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26011","26011","Eatonton, GA","GA",8572623,4,4,0,0,0,0,2,0,0,1,0,26942,237703,41.0966,0,0,2.7315,0
"26038","26038","Eau Claire, WI","WI",178645406,50,34,1,0,100,1,2,0,0,1,2,1308811,5639456,169.7189,0,0,24.4689,2678582
"26173","26173","Edgerton, WI","WI",13356065,1,1,0,0,0,0,2,0,0,0,1,14152,67311,24.5035,0,0,1.937,0
"26308","26308","Effingham, IL","IL",22175729,10,10,0,0,0,0,2,0,0,1,0,16136,555145,40.1203,0,0,2.1849,0
"26362","26362","Elberton, GA","GA",13657080,4,4,0,0,0,0,2,0,0,1,0,14220,316335,41.5138,0,0,1.4335,0
"26416","26416","El Centro--Calexico, CA","CA",77843508,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26686","26686","Elizabeth City, NC","NC",43973963,22,22,2,0,0,0,2,0,0,1,0,23110,1949158,39.613,0,0,2.1154,0
"26750","26750","Elizabethtown--Radcliff, KY","KY",147432834,65,47,1,100,100,1,2,0,0,3,0,2212764,3688915,120.9529,0,0,13.8567,3992594
"26794","26794","Elkhart, IN--MI","IN",237913830,18,9,0,0,0,1,1,0,0,0,2,334024,3306115,106.9218,0,0,13.927,2525719
"26821","26821","Elkhorn, WI","WI",26635335,11,11,0,0,0,0,2,0,0,0,1,107676,940607,32.5312,0,0,1.1983,0
"26875","26875","Elkins, WV","WV",15843803,13,7,0,0,0,2,2,0,0,2,0,40091,576236,69.7913,0,0,2.942,0
"26902","26902","Elko, NV","NV",26635223,10,7,0,0,0,2,2,0,0,0,2,43254,811170,164.8603,0,0,9.4806,0
"26983","26983","Ellensburg, WA","WA",22914582,11,6,0,0,0,2,2,0,0,2,0,0,1736083,139.5673,0,0,8.3504,0
"27118","27118","Elmira, NY","NY",97905461,24,17,2,0,100,3,1,0,0,1,2,962050,6612576,376.5427,0,0,23.47,0
"27253","27253","El Paso, TX--NM","TX",649168060,190,125,52,0,100,3,3,1,0,2,3,9037488,69321763,512.206,77747,13808,54.3408,77143168
"27261","27261","El Paso de Robles (Paso Robles)--Atascadero, CA","CA",82069173,3,3,0,0,0,0,1,0,0,0,1,36283,412436,92.599,0,0,2.8882,0
"27361","27361","Ely, NV","NV",6597485,3,3,0,0,0,0,2,0,0,0,1,12235,159744,63.5924,0,0,5.1166,0
"27469","27469","Emmett, ID","ID",14558902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27523","27523","Emporia, KS","KS",28731981,8,6,0,0,0,2,2,0,0,2,0,31283,557236,100.4394,0,0,7.4387,0
"27550","27550","Emporia, VA","VA",14984906,1,1,0,0,0,2,0,0,0,1,0,28769,138958,45.5899,0,0,2.5673,0
"27631","27631","Enid, OK","OK",62160120,16,16,1,0,100,0,2,0,0,1,0,74495,626274,33.5013,0,0,2.6072,0
"27766","27766","Erie, PA","PA",212590702,107,63,5,0,0,1,1,0,0,2,0,6568548,21129596,176.9119,0,0,18.6244,9457840
"27847","27847","Escanaba, MI","MI",46637896,18,18,1,0,100,0,2,0,0,1,0,113406,1604031,60.3518,0,0,4.4275,0
"27874","27874","Espanola, NM","NM",74148597,0,0,3,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"27928","27928","Estes Park, CO","CO",19397277,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28090","28090","Eufaula, AL--GA","AL",19508583,3,3,1,100,100,0,2,0,0,1,0,12374,247474,184.4069,0,0,5.2221,0
"28117","28117","Eugene, OR","OR",223998673,229,71,27,0,77.7777777777778,3,2,0,0,2,4,7637181,59219960,547.5992,0,0,102.3867,41256925
"28198","28198","Eureka, CA","CA",47950135,14,9,2,0,100,5,0,0,0,3,0,1502885,5455329,271.858,0,0,31.8938,0
"28225","28225","Eureka, IL","IL",6757177,7,7,0,0,0,0,2,0,0,1,0,83495,510035,44.7399,0,0,1.3199,0
"28333","28333","Evansville, IN--KY","IN",307812462,35,22,3,0,100,1,1,0,0,2,0,1713199,8517792,136.5804,0,0,15.2815,4820540
"28495","28495","Excelsior Springs, MO","MO",18055151,2,2,3,0,33.3333333333333,2,0,0,0,1,0,18232,171729,70.2943,0,0,3.5239,0
"28549","28549","Fairbanks, AK","AK",142472507,14,9,2,50,50,1,1,0,0,2,0,399562,7361240,325.5181,0,0,14.1085,0
"28657","28657","Fairfield, CA","CA",102399929,39,17,5,0,20,2,1,0,0,0,3,2256280,11600565,350.6458,0,0,22.2017,8181385
"28846","28846","Fairmont, MN","MN",16701443,9,6,1,0,0,2,2,0,0,2,0,138050,1191064,81.7088,0,0,4.1008,0
"28873","28873","Fairmont, WV","WV",67658595,21,13,1,0,0,2,2,0,0,2,0,148582,2431971,181.5786,0,0,13.6202,0
"28981","28981","Fajardo, PR","PR",131596513,6,4,0,0,0,1,1,0,0,2,0,0,267609,97.9535,0,0,26.0759,0
"29035","29035","Fallon, NV","NV",36643031,10,9,0,0,0,2,2,0,0,2,0,7846,378132,170.8863,0,0,6.1246,0
"29089","29089","Fargo, ND--MN","MN",181819209,11,8,2,0,50,2,3,0,0,1,5,1396021,12096230,364.6237,0,0,45.1931,7894431
"29089","29089","Fargo, ND--MN","ND",181819209,37,24,2,0,50,2,3,0,0,1,5,1396021,12096230,364.6237,0,0,45.1931,7894431
"29278","29278","Farmington, NM","NM",91478202,11,8,0,0,0,1,1,0,0,0,2,82541,1158068,79.3569,0,0,8.5269,0
"29332","29332","Farmville, VA","VA",17850998,10,7,1,0,0,2,2,0,0,2,0,11016,668530,112.8683,0,0,16.8519,0
"29440","29440","Fayetteville, NC","NC",513119440,37,22,2,0,50,1,3,0,0,3,1,1511676,11706279,267.8212,0,0,21.3282,6247009
"29494","29494","Fayetteville--Springdale--Rogers, AR--MO","AR",486551383,24,20,4,0,100,2,2,0,0,4,0,2155063,6737570,251.2397,0,0,41.0871,0
"29575","29575","Fergus Falls, MN","MN",15733279,18,9,0,0,0,2,2,0,0,2,0,107037,1762597,100.127,0,0,8.3308,0
"29602","29602","Fernandina Beach, FL","FL",62388480,18,11,0,0,0,2,2,0,0,2,0,26780,956963,61.1888,0,0,4.059,0
"29737","29737","Findlay, OH","OH",61726352,17,17,1,100,100,0,2,0,0,1,0,40284,1226820,41.7997,0,0,1.2867,0
"29791","29791","Fitzgerald, GA","GA",22749468,6,6,0,0,0,0,2,0,0,1,0,22202,511520,37.7784,0,0,1.275,0
"29818","29818","Flagstaff, AZ","AZ",89950706,36,25,2,0,0,1,2,0,0,2,1,1448678,8625676,277.4952,0,0,40.3167,10282874
"29872","29872","Flint, MI","MI",611006681,256,155,51,0,39.2156862745098,1,2,0,0,2,1,6037427,38988218,232.5684,0,0,25.8598,32802304
"29953","29953","Florence, AL","AL",161235248,54,44,0,0,0,0,1,0,0,1,1,451446,1339618,71.477,0,0,7.0183,1027151
"30061","30061","Florence, SC","SC",183859253,27,24,2,0,50,1,1,0,0,2,0,285059,2845962,151.4264,0,0,9.0076,0
"30223","30223","Fond du Lac, WI","WI",74813844,27,12,0,0,0,2,1,0,0,1,3,436748,1886729,278.1606,0,0,38.2501,0
"30547","30547","Fort Atkinson, WI","WI",28971443,6,6,0,0,0,0,2,0,0,0,1,204243,406836,28.6524,0,0,3.2393,0
"30628","30628","Fort Collins, CO","CO",282359616,55,50,13,0,23.0769230769231,4,2,0,0,4,4,3251228,20398997,701.6837,0,0,103.8861,16546162
"30682","30682","Fort Dodge, IA","IA",33057793,29,29,4,0,100,2,4,0,0,3,0,260113,2170000,124.5317,0,0,13.2339,0
"30817","30817","Fort Morgan, CO","CO",12626373,64,60,0,0,0,2,2,0,0,2,0,56043,1726452,66.2772,0,0,8.4701,0
"30925","30925","Fort Smith, AR--OK","AR",183297944,13,13,4,0,50,1,3,0,0,3,0,195868,2356370,189.4321,0,0,14.7126,0
"31033","31033","Fort Valley, GA","GA",12541933,3,3,1,100,100,0,2,0,0,1,0,10886,182995,31.9029,0,0,1.7585,0
"31060","31060","Fort Walton Beach--Navarre--Wright, FL","FL",311676307,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31087","31087","Fort Wayne, IN","IN",445521571,46,29,4,75,75,1,1,0,0,2,0,1679111,14086054,203.6733,0,0,18.2573,5495352
"31195","31195","Frankenmuth, MI","MI",7116006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31249","31249","Frankfort, KY","KY",55897718,64,60,2,0,50,4,4,0,0,4,0,147433,7050835,125.7332,0,0,9.6545,0
"31303","31303","Franklin, LA","LA",27198814,8,8,1,0,0,0,2,0,0,1,0,4470,239609,56.6854,0,0,1.4966,0
"31384","31384","Franklin, NC","NC",23676011,11,9,1,0,0,2,2,0,0,2,0,79308,826575,68.216,0,0,4.6594,0
"31519","31519","Frederick, MD","MD",190026642,36,24,4,0,75,2,2,0,0,2,2,1675768,9704401,225.8851,0,0,14.5468,3287111
"31546","31546","Frederick, OK","OK",5793325,127,127,1,100,100,0,2,0,0,1,0,125430,2928217,33.3628,0,0,2.0362,0
"31600","31600","Fredericksburg, VA","VA",201957320,21,21,3,0,0,1,0,0,0,1,0,304830,5152302,97.1528,0,0,5.5933,0
"31681","31681","Freeport, IL","IL",35949261,12,12,0,0,0,0,2,0,0,1,0,111267,1299380,40.2335,0,0,2.5894,0
"31789","31789","Fremont, OH","OH",31870881,14,13,1,0,0,2,2,0,0,2,0,52828,1050550,114.627,0,0,4.1523,0
"31843","31843","Fresno, CA","CA",441050251,158,102,5,0,60,3,3,0,0,1,3,7348686,57951309,374.6858,0,0,38.2725,31567125
"32032","32032","Fulton, KY--TN","KY",7335693,56,56,0,0,0,0,2,0,0,1,0,283570,2946845,33.4618,0,0,1.4594,0
"32086","32086","Fulton, MO","MO",17025785,11,11,0,0,0,0,2,0,0,1,0,25789,612148,41.6144,0,0,2.3207,0
"32113","32113","Gadsden, AL","AL",186532937,13,8,1,0,0,1,3,0,0,3,0,123775,1490795,158.5447,0,0,10.2349,0
"32167","32167","Gainesville, FL","FL",225573985,165,116,8,0,0,1,2,0,0,1,2,16251650,28315490,177.2578,0,0,38.8877,26951562
"32194","32194","Gainesville, GA","GA",327020565,11,6,2,0,0,1,1,0,0,2,0,125661,1362329,113.3561,0,0,9.7268,0
"32329","32329","Galesburg, IL","IL",55982174,12,8,1,0,0,2,2,0,0,2,0,68250,1677272,140.7803,0,0,12.4465,0
"32437","32437","Gallup, NM","NM",31442480,7,7,0,0,0,2,0,0,0,1,0,68553,459786,29.833,0,0,6.4105,0
"32491","32491","Galveston, TX","TX",30382333,25,11,4,0,75,1,1,0,0,2,1,408124,3826021,193.3039,0,0,18.313,0
"32518","32518","Garden City, KS","KS",33408931,13,8,1,0,0,2,2,0,0,2,0,40956,1033155,116.1549,0,0,7.8698,0
"32572","32572","Gardnerville Ranchos, NV","NV",31754918,12,10,0,0,0,2,2,0,0,2,0,7681,638681,94.3723,0,0,3.9483,0
"32653","32653","Gastonia, NC--SC","NC",359105089,22,15,1,0,100,2,3,0,0,4,1,892515,4074083,532.3325,0,0,23.4345,0
"32734","32734","Gaylord, MI","MI",26505919,16,16,1,0,0,0,2,0,0,1,0,78445,1335661,59.4684,0,0,2.6938,0
"32850","32850","Geneva, OH","OH",11626190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33004","33004","Georgetown, OH","OH",6309658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33247","33247","Gillette, WY","WY",64299086,8,8,1,0,0,0,2,0,0,1,0,25665,319546,169.5204,0,0,8.7899,0
"33355","33355","Girard, KS","KS",3839877,24,14,1,0,0,2,2,0,0,2,0,1975,595690,69.5036,0,0,5.2632,0
"33436","33436","Glasgow, KY","KY",24901535,2,2,1,0,0,2,0,0,0,1,0,4181,116965,38.6917,0,0,2.6712,0
"33517","33517","Glendive, MT","MT",11619677,6,6,1,0,0,0,2,0,0,1,0,20221,269810,39.7891,0,0,2.3536,0
"33598","33598","Glens Falls, NY","NY",107682790,6,5,0,0,0,1,1,0,0,2,0,254198,1754392,161.2337,0,0,16.7661,0
"33652","33652","Glenwood Springs, CO","CO",12680094,102,36,39,0,15.3846153846154,6,2,0,0,5,0,5341029,36178427,626.1136,0,0,76.0633,0
"33733","33733","Gloversville, NY","NY",41903279,5,3,1,0,100,2,2,0,0,2,0,52754,808119,130.3951,0,0,8.8945,0
"33814","33814","Goldsboro, NC","NC",137036923,21,16,2,0,0,1,1,0,0,2,0,1200142,2739307,105.4058,0,0,11.4544,0
"33868","33868","Gonzales, TX","TX",9583285,4,4,0,0,0,0,2,0,0,0,1,0,182862,81.9274,0,0,5.6107,0
"33922","33922","Goodland, KS","KS",6948737,1,1,0,0,0,0,2,0,0,1,0,8257,24285,37.7683,0,0,9.0031,0
"34219","34219","Grand Forks, ND--MN","ND",63328365,22,11,2,0,50,1,1,0,0,1,1,354171,3766786,133.3229,0,0,10.2102,1143995
"34246","34246","Grand Island, NE","NE",72717452,11,11,0,0,0,0,1,0,0,1,0,66869,603707,43.7532,0,0,2.0417,0
"34273","34273","Grand Junction, CO","CO",203833208,20,12,4,0,0,1,1,0,0,0,2,538073,3937643,117.6571,0,0,16.2696,0
"34300","34300","Grand Rapids, MI","MI",726620519,242,124,8,12.5,12.5,2,2,0,0,3,1,9396719,47555016,254.2594,0,0,57.3456,39980514
"34462","34462","Granite Falls, MN","MN",5203956,2,2,1,0,0,0,2,0,0,1,0,36622,137173,44.5801,0,0,6.9711,0
"34516","34516","Grants Pass, OR","OR",70529879,15,6,0,0,0,2,1,0,0,3,0,131155,2013067,268.7164,0,0,22.4759,0
"34624","34624","Grayling, MI","MI",10715744,16,16,1,0,100,0,2,0,0,1,0,214393,1889409,72.4661,0,0,4.0661,0
"34705","34705","Great Bend, KS","KS",17214191,8,8,0,0,0,0,4,0,0,2,0,138166,658982,49.8885,0,0,6.0136,0
"34759","34759","Great Falls, MT","MT",80667229,21,13,2,0,50,1,1,0,0,2,0,287296,3559078,128.2759,0,0,14.5103,1317910
"34786","34786","Greeley, CO","CO",106742345,21,14,2,0,50,1,1,0,0,2,0,445062,4699516,170.7399,0,0,21.043,0
"34813","34813","Green Bay, WI","WI",271626827,32,22,1,0,0,1,1,0,0,1,1,1069527,7660169,143.4956,0,0,17.0602,4067120
"34975","34975","Greenfield, MA","MA",36577468,28,17,1,0,0,2,2,0,0,2,0,252965,3059281,165.4499,0,0,8.2138,0
"35164","35164","Greensboro, NC","NC",479956630,86,55,21,50,50,2,3,0,0,2,3,3989888,32975340,345.8157,0,0,38.9825,28885368
"35299","35299","Greenville, IL","IL",8798933,16,16,1,0,0,0,2,0,0,1,0,28903,754638,100.4176,0,0,4.7735,0
"35326","35326","Greenville, MI","MI",15974648,6,6,1,0,100,0,2,0,0,1,0,60999,323851,38.9384,0,0,3.5039,0
"35380","35380","Greenville, NC","NC",168593004,12,12,0,0,0,1,2,0,0,2,1,603649,3124293,191.5158,0,0,28.9964,0
"35407","35407","Greenville, OH","OH",13139677,8,8,1,0,0,0,2,0,0,1,0,150195,726964,55.736,0,0,3.9009,0
"35461","35461","Greenville, SC","SC",828959409,22,17,2,0,100,1,1,0,0,2,0,732876,6297538,179.0933,0,0,15.4035,4273765
"35488","35488","Greenville, TX","TX",31260493,19,19,1,0,0,0,2,0,0,1,0,58247,1266029,36.5841,0,0,1.9824,0
"35920","35920","Gulfport, MS","MS",426268028,69,37,17,5.88235294117647,5.88235294117647,1,2,0,0,2,1,1179197,6543835,179.9702,0,0,20.3875,7914236
"36082","36082","Guthrie, OK","OK",13775333,45,42,1,0,0,2,2,0,0,2,0,272792,2010923,52.3998,0,0,6.3312,0
"36109","36109","Guymon, OK","OK",12538912,4,4,0,0,0,0,2,0,0,1,0,47612,251798,36.7267,0,0,3.0238,0
"36190","36190","Hagerstown, MD--WV--PA","MD",345182157,12,8,2,50,50,2,2,0,0,4,0,643937,4794773,255.453,0,0,31.4378,0
"36190","36190","Hagerstown, MD--WV--PA","WV",345182157,26,19,0,0,0,2,2,0,0,4,0,643937,4794773,255.453,0,0,31.4378,0
"36217","36217","Hailey, ID","ID",15065691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36406","36406","Hamilton, MT","MT",10825184,6,6,1,0,0,0,2,0,0,1,0,13336,219314,36.7977,0,0,1.9564,0
"36514","36514","Hammond, LA","LA",198512128,14,12,0,0,0,1,1,0,0,2,0,35006,757649,102.0777,0,0,7.6538,0
"36703","36703","Hanford, CA","CA",71970492,783,783,5,20,20,1,2,0,0,1,2,11255571,15456939,201.4976,0,0,27.85,126178943
"37081","37081","Harrisburg, PA","PA",672163211,123,67,1,100,100,2,2,0,0,2,2,2881707,21582813,355.4184,0,0,26.9101,10302146
"37108","37108","Harrison, AR","AR",29109866,60,57,1,0,100,2,2,0,0,2,0,92575,1570319,38.3346,0,0,3.0971,0
"37162","37162","Harrisonburg, VA","VA",84234352,40,33,2,0,0,1,1,0,0,2,0,1944617,4956323,121.4068,0,0,35.8504,4452329
"37232","37232","Hart, MI","MI",5125854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37243","37243","Hartford, CT","CT",1336361793,239,230,120,100,100,8,3,1,0,6,6,20063340,175915697,2408.2917,493399,11188,133.9574,139058216
"37513","37513","Hastings, MI","MI",12104656,16,15,1,0,100,2,2,0,0,2,0,262327,1588241,91.7221,0,0,33.0098,0
"37567","37567","Hastings, NE","NE",22579568,8,8,0,0,0,0,2,0,0,1,0,12789,207472,67.8013,0,0,3.0212,0
"37594","37594","Hattiesburg, MS","MS",178303256,11,11,2,0,0,1,3,0,0,3,0,172539,2662578,172.4684,0,0,9.4976,0
"37675","37675","Havelock, NC","NC",34835545,1,1,2,0,0,0,0,0,2,0,1,10732,365768,1244.1088,0,0,39.4286,0
"37702","37702","Havre, MT","MT",10957821,5,5,0,0,0,2,0,0,0,1,0,21612,319868,53.9771,0,0,3.5607,0
"37783","37783","Hays, KS","KS",26396531,11,10,1,0,0,2,2,0,0,2,0,70431,695666,150.5181,0,0,17.0875,0
"37837","37837","Hazard, KY","KY",17846696,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"37918","37918","Hazlehurst, MS","MS",10778762,13,13,0,0,0,0,2,0,0,1,0,1412,496829,35.8929,0,0,3.038,0
"37945","37945","Hazleton, PA","PA",81339012,11,8,1,0,0,1,1,0,0,0,2,200694,2363463,132.6246,0,0,8.4722,0
"38026","38026","Hebbronville, TX","TX",4341806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38161","38161","Helena, MT","MT",72883100,10,5,1,0,0,2,2,0,0,2,0,75615,1400716,175.943,0,0,16.4039,0
"38269","38269","Henderson, NC","NC",47367220,47,45,0,0,0,2,2,0,0,2,0,151604,3297324,48.1609,0,0,4.6683,0
"38296","38296","Henderson, TN","TN",12240151,74,74,2,0,0,0,2,0,0,1,0,113031,3793054,39.9034,0,0,1.2295,0
"38593","38593","Hiawatha, KS","KS",5075339,4,4,0,0,0,0,2,0,0,1,0,17058,228751,39.4059,0,0,0.8984,0
"38620","38620","Hibbing, MN","MN",13775178,3,2,1,0,0,2,2,0,0,2,0,65573,411312,88.1616,0,0,11.9567,0
"38647","38647","Hickory, NC","NC",677265960,53,43,1,0,0,1,1,0,0,2,0,151223,5050695,135.4479,0,0,8.0394,1744786
"38809","38809","High Point, NC","NC",293087084,27,21,6,66.6666666666667,66.6666666666667,2,2,0,0,3,1,396916,5028128,300.8736,0,0,52.8118,0
"38917","38917","Hillsboro, OH","OH",10967291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38998","38998","Hillsdale, MI","MI",19491973,8,8,1,100,100,0,4,0,0,2,0,47128,442612,122.3118,0,0,6.254,0
"39052","39052","Hilo, HI","HI",63624380,68,27,1,0,0,2,2,0,0,1,2,954771,13326771,283.5202,0,0,13.8299,0
"39133","39133","Hinesville, GA","GA",81219453,4,3,0,0,0,1,1,0,0,0,2,17915,819893,287.0297,0,0,4.3192,0
"39214","39214","Hobbs, NM","NM",52979367,6,4,1,0,0,2,2,0,0,2,0,36317,799676,111.508,0,0,8.3253,0
"39403","39403","Holdrege, NE","NE",5987664,4,4,1,0,0,0,2,0,0,1,0,11283,146795,71.2943,0,0,6.3142,0
"39430","39430","Holland, MI","MI",153455715,24,15,2,0,50,1,1,0,0,2,0,327229,4847699,141.1478,0,0,11.5182,1782114
"39511","39511","Hollister, CA","CA",29610263,18,11,1,0,0,3,2,0,0,0,3,151036,2099899,198.3563,0,0,13.1742,0
"39538","39538","Holly, MI","MI",13279698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39673","39673","Homer, LA","LA",8118988,6,6,1,0,0,0,2,0,0,1,0,8487,274511,45.7214,0,0,1.012,0
"39835","39835","Honesdale, PA","PA",10967829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39916","39916","Hood River, OR--WA","OR",27095839,10,4,4,0,0,3,2,0,0,3,0,341162,1022568,246.5946,0,0,6.9881,0
"40078","40078","Hopkinsville, KY","KY",52155708,102,97,2,0,0,2,2,0,0,2,0,282235,4783779,52.0408,0,0,6.5107,0
"40132","40132","Hornell, NY","NY",13628878,11,11,0,0,0,2,0,0,0,1,0,121841,946007,37.7422,0,0,3.6142,0
"40213","40213","Hot Springs, AR","AR",116090101,4,3,10,40,100,1,1,0,0,2,0,127750,1542658,190.1584,0,0,16.8601,0
"40267","40267","Hot Springs Village, AR","AR",36760396,0,0,10,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0
"40294","40294","Houghton, MI","MI",21669322,8,6,1,0,100,2,3,0,0,2,0,114986,499370,118.102,0,0,19.3029,0
"40375","40375","Houma, LA","LA",236754561,25,25,2,0,50,1,3,0,0,3,0,134145,2728959,195.479,0,0,13.8,0
"40429","40429","Houston, TX","TX",4306490558,2131,613,280,0,58.5714285714286,8,3,1,0,4,10,67003046,586820651,1486.2746,2169131,199105,196.5733,588923406
"40537","40537","Hudson, NY","NY",14652025,4,2,0,0,0,3,0,0,0,0,2,58960,433656,159.1946,0,0,10.113,0
"40547","40547","Hudson, WI--MN","WI",36562285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
