"fips"|"regular_pub"|"alt_pub"|"special_pub"|"votech_pub"|"nat_lunch_participant"|"nat_lunch_CEOprov_eligible"|"pub_prek"|"pub_total_students"|"pub_fte_teachers"|"regular_pri"|"alt_pri"|"special_pri"|"votech_pri"|"other_private_edu"|"private_school"|"religious"|"pri_prek"|"pri_total_students"|"pri_fte_teachers"
"171978811122"|2|0|0|0|2|0|0|838|45|0|0|0|0|0|0|0|0|0|0
"171978811131"|3|0|0|0|3|0|0|1394|68|0|0|0|0|0|0|0|0|0|0
"171978811132"|2|0|0|0|2|0|0|760|44|0|0|0|0|0|0|0|0|0|0
"171978811133"|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|14|1
"171978811151"|1|0|0|0|1|0|0|565|37|0|0|0|0|0|0|0|0|0|0
"171978811153"|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|20|4
"171978811162"|1|0|0|0|0|0|0|2017|136.3|0|0|0|0|0|0|0|0|0|0
"171978812012"|1|0|0|0|1|1|0|267|17.25|0|0|0|0|0|0|0|0|0|0
"171978813012"|1|3|0|0|1|1|0|631|48.15|0|0|0|0|0|0|0|0|0|0
"171978815003"|1|0|0|0|1|1|0|424|19.1|1|0|0|0|0|1|1|0|624|41
"171978816031"|1|0|0|0|1|1|0|367|18.15|0|0|0|0|0|0|0|0|0|0
"171978816032"|1|0|0|0|1|1|0|1095|79.25|0|0|0|0|0|0|0|0|0|0
"171978816041"|0|0|1|0|1|0|0|0|8|0|0|0|0|0|0|0|0|0|0
"171978818001"|1|0|0|0|1|1|0|491|31.25|0|0|0|0|0|0|0|0|0|0
"171978818003"|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|1|307|16.4
"171978819001"|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|1|131|10
"171978819004"|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|15|4.9
"171978820002"|1|0|0|0|1|0|0|3383|183.7|0|0|0|0|1|1|1|1|8|1
"171978821001"|0|1|0|0|1|0|0|0|7.5|0|0|0|0|0|0|0|0|0|0
"171978822001"|3|0|0|0|3|3|0|1113|112.6|0|0|0|0|0|0|0|0|0|0
"171978823002"|1|0|0|0|1|1|0|227|13.2|0|0|0|0|0|0|0|0|0|0
"171978823003"|1|0|0|0|1|1|0|407|15.7|0|0|0|0|0|0|0|0|0|0
"171978824001"|1|0|0|0|1|1|0|391|22.2|0|0|0|0|0|0|0|0|0|0
"171978825002"|2|0|0|0|2|2|0|1141|71.9|0|0|0|0|0|0|0|0|0|0
"171978826012"|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|37|4
"171978827021"|1|0|0|0|1|1|0|592|33.25|0|0|0|0|0|0|0|0|0|0
"171978828011"|2|0|0|0|2|2|0|1282|85.5|0|0|0|0|0|0|0|0|0|0
"171978828012"|1|0|0|0|1|1|0|606|30.25|1|0|0|0|0|1|1|1|182|11.1
"171978828021"|1|0|0|0|0|0|1|151|24|0|0|0|0|0|0|0|0|0|0
"171978828022"|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|1|142|12.9
"171978828023"|1|0|0|0|1|0|0|3436|177.6|0|0|0|0|0|0|0|0|0|0
"171978829002"|1|0|0|0|1|1|1|255|21|0|0|0|0|0|0|0|0|0|0
"171978830001"|1|0|0|0|1|1|0|128|12.35|0|0|0|0|0|0|0|0|0|0
"171978830002"|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
"171978831002"|1|0|0|0|1|1|1|470|48|0|0|0|0|0|0|0|0|0|0
"171978832062"|1|0|0|0|1|1|0|264|28.25|0|0|0|0|0|0|0|0|0|0
"171978832082"|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|20|1
"171978832092"|1|0|0|0|1|0|1|503|36|0|0|0|0|0|0|0|0|0|0
"171978832111"|1|2|0|0|1|0|1|473|36|0|0|0|0|0|0|0|0|0|0
"171978832131"|1|0|0|0|1|0|1|374|31|0|0|0|0|0|0|0|0|0|0
"171978832133"|1|0|0|0|1|0|0|504|39|0|0|0|0|0|0|0|0|0|0
"171978832142"|1|0|0|0|1|0|1|494|48|0|0|0|0|0|0|0|0|0|0
"171978832182"|2|0|0|0|2|0|0|1687|138.3|0|0|0|0|0|0|0|0|0|0
"171978832191"|1|0|0|0|1|0|1|442|36|1|0|0|0|0|1|1|1|238|18
"171978833032"|1|0|0|0|1|0|0|263|19.9|0|0|0|0|0|0|0|0|0|0
"171978833041"|1|0|2|0|3|0|0|0|39.5|0|0|0|0|0|0|0|0|0|0
"171978833051"|2|0|2|0|4|0|1|0|52.6|0|0|0|0|0|0|0|0|0|0
"171978833062"|1|0|2|0|3|0|0|0|28.5|0|0|0|0|0|0|0|0|0|0
"171978833071"|1|0|2|0|1|0|1|0|33.6|0|0|0|0|0|0|0|0|0|0
"171978834014"|2|0|0|0|2|0|0|635|44|1|0|0|0|0|1|1|1|68|6.5
"171978835043"|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|24|5.3
"171978835052"|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|10|1
"171978835054"|1|0|0|0|0|0|0|889|57.22|0|0|0|0|0|0|0|0|0|0
"171978835055"|1|0|0|0|1|0|0|309|27.91|0|0|0|0|0|0|0|0|0|0
"171978835071"|1|0|0|0|1|0|0|157|17|0|0|0|0|0|0|0|0|0|0
"171978835091"|1|0|0|0|1|0|0|591|35|0|0|0|0|0|0|0|0|0|0
"171978835093"|1|0|0|0|1|0|1|752|45|0|0|0|0|0|0|0|0|0|0
"171978835101"|1|0|0|0|1|0|0|603|38.17|0|0|0|0|0|0|0|0|0|0
"171978835111"|1|0|0|0|1|0|0|175|16.41|0|0|0|0|0|0|0|0|0|0
"171978835113"|1|0|0|0|1|0|0|606|53.88|0|0|0|0|0|0|0|0|0|0
"171978835131"|1|0|0|0|1|0|1|607|56.59|0|0|0|0|0|0|0|0|0|0
"171978835132"|1|0|0|0|1|0|0|174|17.9|0|0|0|0|0|0|0|0|0|0
"171978835133"|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|1|217|39.1
"171978835142"|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|65|7
"171978835143"|1|0|0|0|1|0|0|527|52.59|0|0|0|0|0|0|0|0|0|0
"171978835152"|1|0|2|0|0|0|1|0|159.5|0|0|0|0|0|0|0|0|0|0
"171978835163"|1|0|0|0|0|0|1|835|56.6|0|0|0|0|0|0|0|0|0|0
"171978835164"|1|0|0|0|0|0|0|951|62.69|0|0|0|0|0|0|0|0|0|0
"171978835172"|2|0|0|0|2|0|1|1051|67.17|1|0|0|0|0|1|1|1|413|25.9
"171978835222"|1|0|0|0|1|0|0|499|41.1|0|0|0|0|0|0|0|0|0|0
"171978836022"|0|1|0|0|1|1|0|0|10|0|0|0|0|0|0|0|0|0|0
"171978836031"|1|0|0|0|1|1|0|287|23.79|0|0|0|0|0|0|0|0|0|0
"171978836061"|2|0|0|0|2|2|0|1359|117.12|0|0|0|0|0|0|0|0|0|0
"171978836062"|1|0|0|0|1|1|0|276|21.04|0|0|0|0|0|0|0|0|0|0
"171978837001"|1|0|0|0|1|1|0|485|30|0|0|0|0|0|0|0|0|0|0
"171978837002"|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|4|1
"171978838041"|1|0|0|0|1|1|0|592|39|0|0|0|0|0|0|0|0|0|0
"171978838042"|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|1|126|12.8
"171978838092"|3|0|0|0|2|2|1|2178|141.79|1|0|0|0|0|1|1|0|110|14.6
"171978838111"|1|0|0|0|1|1|0|389|29.79|1|0|0|0|0|1|1|1|161|13.9
"171978839021"|1|0|0|0|1|0|0|263|19|0|0|0|0|0|0|0|0|0|0
"171978839022"|2|0|0|0|2|0|1|800|54|0|0|0|0|0|0|0|0|0|0
"171978839042"|2|0|0|0|2|0|0|751|64.2|0|0|0|0|0|0|0|0|0|0
"171978839043"|2|0|0|0|1|0|1|388|28.8|0|0|0|0|0|0|0|0|0|0
"171978840033"|1|0|2|0|2|0|1|0|59.5|0|0|0|0|0|0|0|0|0|0
"171978840042"|2|0|1|0|3|0|0|0|65|0|0|0|0|0|0|0|0|0|0
"171978840062"|1|0|1|0|1|0|1|0|16|0|0|0|0|0|0|0|0|0|0
"171978841013"|0|0|0|1|0|0|0|0|20.82|0|0|0|0|0|0|0|0|0|0
"171978841032"|1|0|0|0|1|1|0|451|0|0|0|0|0|0|0|0|0|0|0
"17199"|0|0|0|0|0|0|0|0|0|2|0|0|0|0|2|2|1|240|23.6
"171990202012"|1|0|0|0|1|0|0|348|21.2|0|0|0|0|0|0|0|0|0|0
"171990202015"|1|0|0|0|1|0|0|514|36.62|0|0|0|0|0|0|0|0|0|0
"171990202022"|2|0|0|0|2|0|0|1304|83.31|0|0|0|0|0|0|0|0|0|0
"171990204001"|1|0|0|0|1|0|0|510|42.1|0|0|0|0|0|0|0|0|0|0
"171990204002"|1|0|0|0|1|0|1|460|35.12|1|0|0|0|0|1|1|1|232|17
"171990205001"|1|0|0|0|1|0|0|667|47.85|0|0|0|0|0|0|0|0|0|0
"171990206001"|1|0|0|0|1|0|0|721|51.09|0|0|0|0|0|0|0|0|0|0
"171990207001"|0|1|0|0|1|1|0|0|9.4|0|0|0|0|0|0|0|0|0|0
"171990207002"|1|0|0|0|1|1|1|296|18.5|0|0|0|0|0|0|0|0|0|0
"171990207003"|2|0|0|0|2|2|0|630|50.68|0|0|0|0|0|0|0|0|0|0
"171990208011"|1|0|0|0|1|1|0|140|11.5|0|0|0|0|0|0|0|0|0|0
"171990208021"|2|0|0|0|2|2|1|486|34.5|0|0|0|0|0|0|0|0|0|0
"171990208023"|1|0|0|0|1|0|1|263|19.5|0|0|0|0|0|0|0|0|0|0
"171990209003"|1|0|0|0|1|0|0|493|36.1|0|0|0|0|0|0|0|0|0|0
"171990210021"|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|1|8|1
"171990210031"|1|0|0|0|1|0|0|704|50.5|0|0|0|0|0|0|0|0|0|0
"171990211002"|1|0|1|0|1|0|1|0|26.5|0|0|0|0|0|0|0|0|0|0
"171990211003"|1|0|1|0|1|0|0|0|41|0|0|0|0|0|0|0|0|0|0
"171990212002"|2|0|0|0|2|0|0|1357|103|0|0|0|0|0|0|0|0|0|0
"17201"|0|0|0|0|0|0|0|0|0|2|0|0|0|2|4|2|4|1159|93.8
