"UACE10","GEOID10","NAME10","state","report_year","uza_name","ALAND10","agency_voms","mode_voms","total_facilities","per_facilities_prior1980","per_facilities_prior2000","bin_bus","bin_demandresponse","bin_light_commuterail","bin_ferry","bin_directly_operated","bin_purchased_transportation","fare_revenues_earned","total_operating_expenses","cost_per_hour","train_miles","train_hours","passengers_per_hour","passenger_miles"
"49987","49987","Lincolnton, NC","GA",2022,"",76468057,3,3,0,0,0,2,7,0,0,5,0,9734,1995450,275.5102,0,0,7.059,0
"49987","49987","Lincolnton, NC","IL",2022,"",76468057,0,0,0,0,0,2,7,0,0,5,0,9734,1995450,275.5102,0,0,7.059,0
"49987","49987","Lincolnton, NC","KS",2022,"",76468057,2,2,0,0,0,2,7,0,0,5,0,9734,1995450,275.5102,0,0,7.059,0
"49987","49987","Lincolnton, NC","NC",2022,"",76468057,16,16,0,0,0,2,7,0,0,5,0,9734,1995450,275.5102,0,0,7.059,0
"49987","49987","Lincolnton, NC","NE",2022,"",76468057,3,3,0,0,0,2,7,0,0,5,0,9734,1995450,275.5102,0,0,7.059,0
"50041","50041","Lindsay, CA","OK",2022,"",19856260,10,10,0,0,0,0,1,0,0,1,0,38161,357313,32.1643,0,0,2.8579,0
"50068","50068","Lindsay, OK","OK",2022,"",4743486,10,10,0,0,0,0,1,0,0,1,0,38161,357313,32.1643,0,0,2.8579,0
"50176","50176","Lisbon, OH","OH",2022,"",7587519,30,29,1,0,100,2,2,0,0,2,0,81496,2479490,154.192,0,0,3.5265,0
"50392","50392","Little Rock, AR","AR",2022,"Little Rock, AR",667735337,193,193,5,0,0,1,4,1,0,4,2,3907102,33685801,558.6494,21871,5136,31.0641,9117190
"50473","50473","Live Oak (Sutter County), CA","FL",2022,"",4924253,26,26,2,0,100,2,3,0,0,3,0,603140,4334980,213.971,0,0,4.2257,0
"50500","50500","Live Oak, FL","FL",2022,"",14498690,26,26,2,0,100,2,3,0,0,3,0,603140,4334980,213.971,0,0,4.2257,0
"50608","50608","Livingston, MT","MT",2022,"",10626795,2,2,0,0,0,1,0,0,0,1,0,0,141241,42.3511,0,0,1.3868,0
"50635","50635","Livingston, TN","MT",2022,"",8679328,2,2,0,0,0,1,0,0,0,1,0,0,141241,42.3511,0,0,1.3868,0
"50662","50662","Livingston, TX","MT",2022,"",14128374,2,2,0,0,0,1,0,0,0,1,0,0,141241,42.3511,0,0,1.3868,0
"50797","50797","Lockport, NY","NY",2022,"",49929657,4,4,0,0,0,1,0,0,0,0,1,20648,533169,72.0888,0,0,1.1517,0
"50851","50851","Lodi, CA","CA",2022,"Lodi, CA",41254323,13,8,2,0,50,2,2,0,0,0,2,90587,3880442,304.7165,0,0,9.0808,0
"50959","50959","Logan, UT","UT",2022,"Logan, UT",113634481,28,21,15,0,60,2,3,0,0,2,0,0,8712207,198.8921,0,0,15.8057,3146206
"51013","51013","Logansport, IN","IN",2022,"",32194417,20,18,1,100,100,3,4,0,0,2,0,85439,1562840,232.2569,0,0,7.769,0
"51040","51040","Lompoc, CA","CA",2022,"Lompoc, CA",27701717,10,8,1,0,100,1,1,0,0,0,2,82654,2314567,204.9991,0,0,3.8424,0
"51256","51256","Longview, TX","TX",2022,"Longview, TX",215110227,51,50,3,66.6666666666667,66.6666666666667,5,5,0,0,6,0,199743,7028950,640.2917,0,0,15.0307,0
"51256","51256","Longview, TX","WA",2022,"",215110227,5,3,0,0,0,5,5,0,0,6,0,199743,7028950,640.2917,0,0,15.0307,0
"51283","51283","Longview, WA--OR","WA",2022,"",85262630,5,3,0,0,0,5,4,0,0,4,1,132909,5866074,886.2778,0,0,14.1503,979446
"51283","51283","Longview, WA--OR","WA",2022,"Longview, WA--OR",85262630,21,10,11,9.09090909090909,81.8181818181818,5,4,0,0,4,1,132909,5866074,886.2778,0,0,14.1503,979446
"51337","51337","Loogootee, IN","IN",2022,"",4726857,48,45,8,50,75,2,2,0,0,2,0,189606,2914346,77.3936,0,0,3.2288,0
"51364","51364","Lorain--Elyria, OH","NV",2022,"",259462469,3,3,0,0,0,1,2,0,0,1,2,84732,3157411,286.3013,0,0,6.2242,0
"51364","51364","Lorain--Elyria, OH","OH",2022,"Lorain--Elyria, OH",259462469,15,11,0,0,0,1,2,0,0,1,2,84732,3157411,286.3013,0,0,6.2242,0
"51418","51418","Los Alamos, NM","GA",2022,"",20932432,2,2,0,0,0,1,2,0,0,3,0,2592,4212266,364.8083,0,0,11.457,0
"51418","51418","Los Alamos, NM","NM",2022,"",20932432,18,15,0,0,0,1,2,0,0,3,0,2592,4212266,364.8083,0,0,11.457,0
"51445","51445","Los Angeles--Long Beach--Anaheim, CA","CA",2022,"Los Angeles--Long Beach--Anaheim, CA",4506584698,2509,1421,825,100,100,64,78,5,0,31,83,172938401,3103248821,21572.1501,9643889,425453,1007.5427,1509863951
"51445","51445","Los Angeles--Long Beach--Anaheim, CA","ND",2022,"",4506584698,4,4,0,0,0,64,78,5,0,31,83,172938401,3103248821,21572.1501,9643889,425453,1007.5427,1509863951
"51607","51607","Louisburg, KS","KS",2022,"",5468060,3,3,0,0,0,0,1,0,0,1,0,14787,69453,63.0817,0,0,3.0981,0
"51634","51634","Louisburg, NC","KS",2022,"",6242329,3,3,0,0,0,0,1,0,0,1,0,14787,69453,63.0817,0,0,3.0981,0
"51742","51742","Louisville, MS","GA",2022,"",10160441,7,7,0,0,0,1,2,0,0,1,0,50747,438860,27.7636,0,0,1.5765,0
"51755","51755","Louisville/Jefferson County, KY--IN","GA",2022,"",1235761051,7,7,0,0,0,4,9,0,0,5,5,7141203,94003209,702.9413,0,0,30.0537,21606932
"51755","51755","Louisville/Jefferson County, KY--IN","KY",2022,"Louisville/Jefferson County, KY--IN",1235761051,300,198,44,36.3636363636364,54.5454545454545,4,9,0,0,5,5,7141203,94003209,702.9413,0,0,30.0537,21606932
"51755","51755","Louisville/Jefferson County, KY--IN","OH",2022,"",1235761051,16,12,0,0,0,4,9,0,0,5,5,7141203,94003209,702.9413,0,0,30.0537,21606932
"51755","51755","Louisville/Jefferson County, KY--IN","WI",2022,"",1235761051,2,2,0,0,0,4,9,0,0,5,5,7141203,94003209,702.9413,0,0,30.0537,21606932
"51850","51850","Lowville, NY","NY",2022,"",4591609,11,9,0,0,0,1,1,0,0,0,2,71962,899892,132.4321,0,0,4.8686,0
"51877","51877","Lubbock, TX","TX",2022,"Lubbock, TX",249856761,85,60,2,0,100,2,2,0,0,2,0,4309134,13806209,176.0878,0,0,18.6771,4522581
"51958","51958","Ludington, MI","MI",2022,"",21839627,18,18,1,0,0,0,1,0,0,1,0,147785,2018974,64.182,0,0,3.9622,0
"52066","52066","Lumberton, NC","NC",2022,"",69019355,11,11,0,0,0,0,1,0,0,1,0,11432,1275941,80.258,0,0,2.4806,0
"52201","52201","Lynchburg, VA","VA",2022,"Lynchburg, VA",229883948,18,14,2,0,0,2,2,0,0,2,0,470138,7864251,194.5083,0,0,8.1793,2296526
"52309","52309","Lyons, KS","KS",2022,"",4506203,4,4,0,0,0,1,1,0,0,2,0,73611,2968396,155.1891,0,0,4.319,0
"52309","52309","Lyons, KS","NY",2022,"",4506203,34,34,0,0,0,1,1,0,0,2,0,73611,2968396,155.1891,0,0,4.319,0
"52390","52390","McAllen, TX","TX",2022,"McAllen, TX",928053784,35,29,4,0,25,5,3,0,0,7,1,734025,14275662,614.8791,0,0,42.0215,2451661
"52417","52417","Macclenny, FL","FL",2022,"",24956617,24,22,0,0,0,1,1,0,0,2,0,78205,1123609,75.1403,0,0,1.2036,0
"52795","52795","Macomb, IL","IL",2022,"",22559784,30,15,5,0,0,3,3,0,0,2,2,458996,2955395,172.3468,0,0,13.1464,0
"52822","52822","Macon, GA","GA",2022,"Macon-Bibb County, GA",253960984,30,20,2,50,50,1,3,0,0,4,0,433173,7422231,200.604,0,0,10.1265,0
"52822","52822","Macon, GA","MO",2022,"",253960984,1,1,0,0,0,1,3,0,0,4,0,433173,7422231,200.604,0,0,10.1265,0
"52822","52822","Macon, GA","MS",2022,"",253960984,9,9,0,0,0,1,3,0,0,4,0,433173,7422231,200.604,0,0,10.1265,0
"52876","52876","Macon, MO","MO",2022,"",7767168,1,1,0,0,0,0,2,0,0,2,0,31838,384552,99.7584,0,0,3.8872,0
"52876","52876","Macon, MO","MS",2022,"",7767168,9,9,0,0,0,0,2,0,0,2,0,31838,384552,99.7584,0,0,3.8872,0
"52984","52984","Madera, CA","CA",2022,"Madera, CA",58007520,19,13,9,88.8888888888889,88.8888888888889,3,3,0,0,0,4,43215,4223824,664.7166,0,0,9.1128,0
"53038","53038","Madison, FL","GA",2022,"",5183541,6,6,0,0,0,2,4,0,0,2,0,31339,589064,109.7215,0,0,7.3416,0
"53038","53038","Madison, FL","SD",2022,"",5183541,3,3,6,0,0,2,4,0,0,2,0,31339,589064,109.7215,0,0,7.3416,0
"53092","53092","Madison, IN--KY","GA",2022,"",35656670,6,6,0,0,0,2,4,0,0,2,0,31339,589064,109.7215,0,0,7.3416,0
"53092","53092","Madison, IN--KY","SD",2022,"",35656670,3,3,6,0,0,2,4,0,0,2,0,31339,589064,109.7215,0,0,7.3416,0
"53173","53173","Madison, WV","GA",2022,"",10582453,6,6,0,0,0,2,4,0,0,2,0,31339,589064,109.7215,0,0,7.3416,0
"53173","53173","Madison, WV","SD",2022,"",10582453,3,3,6,0,0,2,4,0,0,2,0,31339,589064,109.7215,0,0,7.3416,0
"53200","53200","Madison, WI","GA",2022,"",391134872,6,6,0,0,0,3,7,0,0,4,1,9939184,56093599,441.0318,0,0,37.3759,29362170
"53200","53200","Madison, WI","SD",2022,"",391134872,3,3,6,0,0,3,7,0,0,4,1,9939184,56093599,441.0318,0,0,37.3759,29362170
"53200","53200","Madison, WI","WI",2022,"Madison, WI",391134872,181,154,7,0,85.7142857142857,3,7,0,0,4,1,9939184,56093599,441.0318,0,0,37.3759,29362170
"53227","53227","Madisonville, KY","GA",2022,"",48975589,6,6,0,0,0,2,4,0,0,2,0,31339,589064,109.7215,0,0,7.3416,0
"53227","53227","Madisonville, KY","SD",2022,"",48975589,3,3,6,0,0,2,4,0,0,2,0,31339,589064,109.7215,0,0,7.3416,0
"53524","53524","Malone, NY","NY",2022,"",14704947,15,7,0,0,0,2,1,0,0,0,3,211761,1322597,317.579,0,0,18.9741,0
"53686","53686","Manchester, IA","KY",2022,"",6841796,71,71,16,0,0,1,2,0,0,1,0,103606,5265616,36.8963,0,0,0.7209,0
"53740","53740","Manchester, NH","KY",2022,"",223410431,71,71,16,0,0,2,3,0,0,3,0,495150,10485429,178.0259,0,0,6.3571,0
"53740","53740","Manchester, NH","NH",2022,"Manchester, NH",223410431,20,14,4,100,100,2,3,0,0,3,0,495150,10485429,178.0259,0,0,6.3571,0
"53767","53767","Manchester, TN","KY",2022,"",27569828,71,71,16,0,0,1,2,0,0,1,0,103606,5265616,36.8963,0,0,0.7209,0
"53794","53794","Mandeville--Covington, LA","TN",2022,"",170306451,53,53,0,0,0,1,2,0,0,1,0,45542,1675364,86.0308,0,0,1.0672,0
"53848","53848","Manhattan, KS","KS",2022,"Manhattan, KS",53449540,24,19,1,0,0,2,2,0,0,2,0,267905,2981992,129.3872,0,0,5.8251,0
"53902","53902","Manistee, MI","MI",2022,"",19603888,24,24,2,100,100,0,1,0,0,1,0,121814,4377221,116.9254,0,0,3.1602,0
"53956","53956","Manitowoc, WI","WI",2022,"",64333013,7,6,1,0,0,1,1,0,0,1,1,136759,1962790,130.2185,0,0,11.3416,0
"53983","53983","Mankato, MN","MN",2022,"Mankato, MN",68207960,18,12,1,0,0,2,3,0,0,3,0,648673,5477556,326.0975,0,0,15.543,0
"54091","54091","Mansfield, OH","LA",2022,"",130237966,6,6,0,0,0,2,4,0,0,2,2,165245,2436384,319.4699,0,0,11.901,0
"54091","54091","Mansfield, OH","OH",2022,"Mansfield, OH",130237966,12,7,2,0,100,2,4,0,0,2,2,165245,2436384,319.4699,0,0,11.901,0
"54145","54145","Manteca, CA","CA",2022,"Manteca, CA",56381470,6,4,1,0,0,2,2,0,0,0,2,34147,2309024,278.4617,0,0,4.5069,0
"54199","54199","Manteo, NC","NC",2022,"",11754259,5,5,0,0,0,0,1,0,0,1,0,22685,531473,47.4954,0,0,0.7411,0
"54477","54477","Maricopa, AZ","AZ",2022,"Maricopa, AZ",35395494,6,2,0,0,0,2,2,0,0,2,2,2903,318828,706.7934,0,0,30.6669,0
"54496","54496","Marinette--Menominee, WI--MI","WI",2022,"",24463287,4,4,0,0,0,0,1,0,0,0,0,114144,470851,39.1397,0,0,2.8079,0
"54577","54577","Marion, IN","IN",2022,"",58679641,7,5,10,0,50,3,5,0,0,4,0,65456,2910375,295.9377,0,0,19.9462,0
"54577","54577","Marion, IN","NC",2022,"",58679641,8,8,0,0,0,3,5,0,0,4,0,65456,2910375,295.9377,0,0,19.9462,0
"54577","54577","Marion, IN","OH",2022,"",58679641,10,10,5,0,0,3,5,0,0,4,0,65456,2910375,295.9377,0,0,19.9462,0
"54631","54631","Marion, NC","IN",2022,"",40800048,7,5,10,0,50,3,5,0,0,4,0,65456,2910375,295.9377,0,0,19.9462,0
"54631","54631","Marion, NC","NC",2022,"",40800048,8,8,0,0,0,3,5,0,0,4,0,65456,2910375,295.9377,0,0,19.9462,0
"54631","54631","Marion, NC","OH",2022,"",40800048,10,10,5,0,0,3,5,0,0,4,0,65456,2910375,295.9377,0,0,19.9462,0
"54658","54658","Marion, OH","IN",2022,"",71878075,7,5,10,0,50,3,5,0,0,4,0,65456,2910375,295.9377,0,0,19.9462,0
"54658","54658","Marion, OH","NC",2022,"",71878075,8,8,0,0,0,3,5,0,0,4,0,65456,2910375,295.9377,0,0,19.9462,0
"54658","54658","Marion, OH","OH",2022,"",71878075,10,10,5,0,0,3,5,0,0,4,0,65456,2910375,295.9377,0,0,19.9462,0
"54685","54685","Marion, SC","IN",2022,"",11627854,7,5,10,0,50,3,5,0,0,4,0,65456,2910375,295.9377,0,0,19.9462,0
"54685","54685","Marion, SC","NC",2022,"",11627854,8,8,0,0,0,3,5,0,0,4,0,65456,2910375,295.9377,0,0,19.9462,0
"54685","54685","Marion, SC","OH",2022,"",11627854,10,10,5,0,0,3,5,0,0,4,0,65456,2910375,295.9377,0,0,19.9462,0
"54712","54712","Marion, VA","IN",2022,"",15408304,7,5,10,0,50,3,5,0,0,4,0,65456,2910375,295.9377,0,0,19.9462,0
"54712","54712","Marion, VA","NC",2022,"",15408304,8,8,0,0,0,3,5,0,0,4,0,65456,2910375,295.9377,0,0,19.9462,0
"54712","54712","Marion, VA","OH",2022,"",15408304,10,10,5,0,0,3,5,0,0,4,0,65456,2910375,295.9377,0,0,19.9462,0
"54793","54793","Marksville, LA","LA",2022,"",16338498,6,6,0,0,0,0,1,0,0,1,0,23642,283642,46.4834,0,0,1.1963,0
"54874","54874","Marquette, MI","MI",2022,"",40576483,29,18,3,0,0,1,1,0,0,2,0,80221,3542605,112.5241,0,0,3.216,0
"54928","54928","Marshall, IL","MI",2022,"",6292950,5,5,12,50,50,2,4,0,0,4,0,836465,4634715,234.5538,0,0,9.0484,0
"54928","54928","Marshall, IL","MN",2022,"",6292950,38,35,24,0,0,2,4,0,0,4,0,836465,4634715,234.5538,0,0,9.0484,0
"54928","54928","Marshall, IL","NC",2022,"",6292950,8,8,6,0,0,2,4,0,0,4,0,836465,4634715,234.5538,0,0,9.0484,0
"54955","54955","Marshall, MI","MI",2022,"",11827697,5,5,12,50,50,2,4,0,0,4,0,836465,4634715,234.5538,0,0,9.0484,0
"54955","54955","Marshall, MI","MN",2022,"",11827697,38,35,24,0,0,2,4,0,0,4,0,836465,4634715,234.5538,0,0,9.0484,0
"54955","54955","Marshall, MI","NC",2022,"",11827697,8,8,6,0,0,2,4,0,0,4,0,836465,4634715,234.5538,0,0,9.0484,0
"54982","54982","Marshall, MN","MI",2022,"",17757687,5,5,12,50,50,2,4,0,0,4,0,836465,4634715,234.5538,0,0,9.0484,0
"54982","54982","Marshall, MN","MN",2022,"",17757687,38,35,24,0,0,2,4,0,0,4,0,836465,4634715,234.5538,0,0,9.0484,0
"54982","54982","Marshall, MN","NC",2022,"",17757687,8,8,6,0,0,2,4,0,0,4,0,836465,4634715,234.5538,0,0,9.0484,0
"55009","55009","Marshall, MO","MI",2022,"",16060427,5,5,12,50,50,2,4,0,0,4,0,836465,4634715,234.5538,0,0,9.0484,0
"55009","55009","Marshall, MO","MN",2022,"",16060427,38,35,24,0,0,2,4,0,0,4,0,836465,4634715,234.5538,0,0,9.0484,0
"55009","55009","Marshall, MO","NC",2022,"",16060427,8,8,6,0,0,2,4,0,0,4,0,836465,4634715,234.5538,0,0,9.0484,0
"55036","55036","Marshall, TX","MI",2022,"",47048121,5,5,12,50,50,2,4,0,0,4,0,836465,4634715,234.5538,0,0,9.0484,0
"55036","55036","Marshall, TX","MN",2022,"",47048121,38,35,24,0,0,2,4,0,0,4,0,836465,4634715,234.5538,0,0,9.0484,0
"55036","55036","Marshall, TX","NC",2022,"",47048121,8,8,6,0,0,2,4,0,0,4,0,836465,4634715,234.5538,0,0,9.0484,0
"55090","55090","Marshalltown, IA","IA",2022,"",29701693,13,13,0,0,0,3,5,0,0,6,0,1418782,6583627,363.7227,0,0,18.9684,0
"55090","55090","Marshalltown, IA","MI",2022,"",29701693,5,5,12,50,50,3,5,0,0,6,0,1418782,6583627,363.7227,0,0,18.9684,0
"55090","55090","Marshalltown, IA","MN",2022,"",29701693,38,35,24,0,0,3,5,0,0,6,0,1418782,6583627,363.7227,0,0,18.9684,0
"55090","55090","Marshalltown, IA","NC",2022,"",29701693,8,8,6,0,0,3,5,0,0,6,0,1418782,6583627,363.7227,0,0,18.9684,0
"55144","55144","Marshfield, WI","WI",2022,"",30855258,11,11,0,0,0,0,1,0,0,0,1,408657,923711,31.8225,0,0,3.0616,0
"55171","55171","Martin, TN","TN",2022,"",23081247,45,45,5,0,0,0,1,0,0,1,0,92096,5619789,64.7538,0,0,1.4757,0
"55225","55225","Martinsville, IN","TN",2022,"",16655223,45,45,5,0,0,0,1,0,0,1,0,92096,5619789,64.7538,0,0,1.4757,0
"55252","55252","Martinsville, VA","TN",2022,"",109980125,45,45,5,0,0,0,1,0,0,1,0,92096,5619789,64.7538,0,0,1.4757,0
"55306","55306","Marysville, OH","KS",2022,"",26800663,4,4,0,0,0,1,2,0,0,1,0,16137,362229,122.1683,0,0,2.1096,0
"55333","55333","Marysville, WA","KS",2022,"",211846574,4,4,0,0,0,1,2,0,0,1,0,16137,362229,122.1683,0,0,2.1096,0
"55414","55414","Mason City, IA","IA",2022,"",41147984,54,54,1,0,0,1,1,0,0,2,0,1038318,5336590,116.5851,0,0,8.5177,0
"55684","55684","Mauston, WI","WI",2022,"",6590076,2,2,0,0,0,0,1,0,0,0,1,69424,237749,27.5268,0,0,2.5702,0
"55738","55738","Mayagüez, PR","PR",2022,"MayagÃ¼ez, PR",139551553,17,10,0,0,0,3,2,0,0,4,1,0,2174328,371.2858,0,0,8.929,0
"55819","55819","Maysville, KY--OH","KY",2022,"",19515690,6,6,0,0,0,1,0,0,0,1,0,1345,328145,87.6456,0,0,4.352,0
"55900","55900","Meadville, PA","PA",2022,"",46506701,42,31,3,0,0,2,2,0,0,2,0,1070747,4150903,162.8385,0,0,8.2776,0
"55981","55981","Medford, OR","OR",2022,"Medford, OR",167827003,45,28,10,0,40,1,2,0,0,1,2,903703,16002595,296.2413,0,0,11.0556,3890427
"55981","55981","Medford, OR","WI",2022,"",167827003,3,3,0,0,0,1,2,0,0,1,2,903703,16002595,296.2413,0,0,11.0556,3890427
"56008","56008","Medford, WI","WI",2022,"",6647957,3,3,0,0,0,0,1,0,0,0,1,22387,176768,33.8896,0,0,1.587,0
"56116","56116","Memphis, TN--MS--AR","TN",2022,"Memphis, TN--MS--AR",1287908769,137,79,21,14.2857142857143,95.2380952380952,4,3,3,0,3,0,1801288,59932315,583.6956,89832,15504,30.631,15692725
"56224","56224","Menomonie, WI","WI",2022,"",30159246,4,2,1,0,0,2,2,0,0,2,0,33937,469877,143.0556,0,0,25.1901,0
"56251","56251","Merced, CA","CA",2022,"",122953531,10,10,1,0,0,3,2,0,0,0,3,1567349,18054169,388.8272,0,0,9.1942,2799631
"56251","56251","Merced, CA","CA",2022,"Merced, CA",122953531,50,32,5,0,20,3,2,0,0,0,3,1567349,18054169,388.8272,0,0,9.1942,2799631
"56359","56359","Merrill, WI","WI",2022,"",18367307,4,4,1,0,100,1,0,0,0,1,0,55473,415333,58.6132,0,0,6.3676,0
"56602","56602","Miami, FL","AZ",2022,"",3177366882,5,3,0,0,0,27,8,3,1,15,22,112137333,1025731220,4079.0315,3906017,212437,368.1696,535384471
"56602","56602","Miami, FL","FL",2022,"Miami--Fort Lauderdale, FL",3177366882,1339,612,319,80,100,27,8,3,1,15,22,112137333,1025731220,4079.0315,3906017,212437,368.1696,535384471
"56629","56629","Miami, OK","AZ",2022,"",20828330,5,3,0,0,0,3,1,1,0,2,0,12287,459808,125.4003,0,0,2.5118,0
"56656","56656","Michigan City--La Porte, IN--MI","IN",2022,"Michigan City--La Porte, IN--MI",100941885,8,5,1,100,100,2,2,0,0,4,0,177207,2377998,655.6841,0,0,14.8228,0
"56737","56737","Middlebury, VT","VT",2022,"",8895954,81,59,4,0,50,3,2,0,0,3,0,1185325,5511103,227.2272,0,0,6.4573,0
"56899","56899","Middletown, NY","NY",2022,"Middletown, NY",81133992,5,5,0,0,0,2,3,0,0,1,0,26002,565708,68.092,0,0,2.5518,0
"56926","56926","Middletown, OH","OH",2022,"Middletown, OH",144354903,5,4,6,0,50,3,3,0,0,2,0,242,1114328,150.6057,0,0,15.4687,0
"56980","56980","Midland, MI","MI",2022,"Midland, MI",116232168,22,22,0,0,0,0,2,0,0,2,0,226600,4794808,160.4056,0,0,5.146,0
"57088","57088","Milan, MI","NM",2022,"",8363504,3,3,0,0,0,0,1,0,0,1,0,4048,221354,82.6873,0,0,4.3478,0
"57169","57169","Miles City, MT","MT",2022,"",18204286,4,4,0,0,0,0,1,0,0,1,0,17772,432754,68.3224,0,0,2.2891,0
"57223","57223","Milledgeville, GA","GA",2022,"",88111940,2,2,0,0,0,0,1,0,0,1,0,19166,188971,43.602,0,0,2.1034,0
"57466","57466","Milwaukee, WI","WI",2022,"Milwaukee, WI",1413123217,373,302,18,21.4285714285714,100,7,6,1,0,2,10,24646311,172867916,1702.3092,83799,14709,82.3386,71631779
"57493","57493","Minden, LA","LA",2022,"",25508952,6,6,1,0,0,1,2,0,0,3,0,17184,1052643,161.0777,0,0,3.808,0
"57493","57493","Minden, LA","NV",2022,"",25508952,20,10,0,0,0,1,2,0,0,3,0,17184,1052643,161.0777,0,0,3.808,0
"57628","57628","Minneapolis--St. Paul, MN--WI","KS",2022,"",2644816009,4,4,0,0,0,7,8,3,0,4,12,57486715,581980546,5927.9486,1485924,119205,174.4013,214425207
"57628","57628","Minneapolis--St. Paul, MN--WI","MN",2022,"Minneapolis--St. Paul, MN",2644816009,656,549,148,8.10810810810811,25,7,8,3,0,4,12,57486715,581980546,5927.9486,1485924,119205,174.4013,214425207
"57655","57655","Minot, ND","ND",2022,"Minot, ND",58106843,23,23,1,0,0,1,1,0,0,2,0,221824,3030147,174.9195,0,0,8.4864,0
"57709","57709","Mission Viejo--Lake Forest--San Clemente, CA","CA",2022,"Mission Viejo--Lake Forest--Laguna Niguel, CA",390158657,22,18,1,100,100,1,1,0,0,0,2,0,4229458,317.5121,0,0,21.9913,0
"57736","57736","Missoula, MT","MT",2022,"",117044408,15,15,1,0,0,3,3,0,0,4,0,6660,10437036,408.4936,0,0,36.4353,2677280
"57736","57736","Missoula, MT","MT",2022,"Missoula, MT",117044408,32,20,2,0,50,3,3,0,0,4,0,6660,10437036,408.4936,0,0,36.4353,2677280
"57790","57790","Mitchell, IN","SD",2022,"",7719621,12,12,2,0,0,0,1,0,0,1,0,201907,1069230,65.8271,0,0,4.6237,0
"57817","57817","Mitchell, SD","SD",2022,"",17707640,12,12,2,0,0,0,1,0,0,1,0,201907,1069230,65.8271,0,0,4.6237,0
"57925","57925","Mobile, AL","AL",2022,"Mobile, AL",576693972,37,20,2,50,50,2,2,0,0,2,0,569842,10804979,183.0329,0,0,7.0981,3380866
"58006","58006","Modesto, CA","CA",2022,"Modesto, CA",238629942,100,65,1,0,0,3,2,0,0,0,3,684995,31213050,343.3685,0,0,13.2888,7199008
"58033","58033","Molalla, OR","OR",2022,"",9416155,4,4,2,0,0,2,0,0,0,0,1,14973,1220828,93.4999,0,0,1.9915,0
"58222","58222","Monmouth, IL","IL",2022,"",10083691,9,9,2,100,100,0,1,0,0,1,0,17249,636865,54.1368,0,0,4.2005,0
"58249","58249","Monmouth--Independence, OR","IL",2022,"",13882320,9,9,2,100,100,0,2,0,0,2,0,461132,2197124,103.882,0,0,5.4688,0
"58249","58249","Monmouth--Independence, OR","KS",2022,"",13882320,25,25,0,0,0,0,2,0,0,2,0,461132,2197124,103.882,0,0,5.4688,0
"58303","58303","Monroe, GA","WI",2022,"",37240236,9,9,0,0,0,1,2,0,0,0,1,127970,462419,31.6314,0,0,3.2848,0
"58330","58330","Monroe, LA","LA",2022,"Monroe, LA",212208454,12,10,10,50,100,2,3,0,0,2,1,307919,6588395,467.0903,0,0,19.9785,0
"58330","58330","Monroe, LA","WI",2022,"",212208454,9,9,0,0,0,2,3,0,0,2,1,307919,6588395,467.0903,0,0,19.9785,0
"58357","58357","Monroe, MI","MI",2022,"Monroe, MI",82842443,21,13,0,0,0,2,3,0,0,2,1,276657,5528159,289.8216,0,0,12.9086,730114
"58357","58357","Monroe, MI","WI",2022,"",82842443,9,9,0,0,0,2,3,0,0,2,1,276657,5528159,289.8216,0,0,12.9086,730114
"58384","58384","Monroe, WI","WI",2022,"",11513510,9,9,0,0,0,1,2,0,0,0,1,127970,462419,31.6314,0,0,3.2848,0
"58411","58411","Monroeville, AL","WI",2022,"",13315411,9,9,0,0,0,1,2,0,0,0,1,127970,462419,31.6314,0,0,3.2848,0
"58519","58519","Montevideo, MN","MN",2022,"",7431553,29,29,0,0,0,1,1,0,0,2,0,254152,2565070,74.1564,0,0,3.4121,0
"58600","58600","Montgomery, AL","AL",2022,"Montgomery, AL",397364987,25,19,3,0,66.6666666666667,3,3,0,0,4,0,395412,11333863,377.8128,0,0,9.4197,1567963
"58600","58600","Montgomery, AL","NY",2022,"",397364987,3,3,0,0,0,3,3,0,0,4,0,395412,11333863,377.8128,0,0,9.4197,1567963
"58708","58708","Monticello, AR","IL",2022,"",24976603,11,11,7,0,0,2,3,0,0,3,2,87650,2254207,727.3334,0,0,11.2238,0
"58708","58708","Monticello, AR","IN",2022,"",24976603,5,5,7,0,100,2,3,0,0,3,2,87650,2254207,727.3334,0,0,11.2238,0
"58708","58708","Monticello, AR","NY",2022,"",24976603,10,4,28,0,0,2,3,0,0,3,2,87650,2254207,727.3334,0,0,11.2238,0
"58735","58735","Monticello, IL","IL",2022,"",8926477,11,11,7,0,0,2,3,0,0,3,2,87650,2254207,727.3334,0,0,11.2238,0
"58735","58735","Monticello, IL","IN",2022,"",8926477,5,5,7,0,100,2,3,0,0,3,2,87650,2254207,727.3334,0,0,11.2238,0
"58735","58735","Monticello, IL","NY",2022,"",8926477,10,4,28,0,0,2,3,0,0,3,2,87650,2254207,727.3334,0,0,11.2238,0
"58762","58762","Monticello, IN","IL",2022,"",16809382,11,11,7,0,0,2,3,0,0,3,2,87650,2254207,727.3334,0,0,11.2238,0
"58762","58762","Monticello, IN","IN",2022,"",16809382,5,5,7,0,100,2,3,0,0,3,2,87650,2254207,727.3334,0,0,11.2238,0
"58762","58762","Monticello, IN","NY",2022,"",16809382,10,4,28,0,0,2,3,0,0,3,2,87650,2254207,727.3334,0,0,11.2238,0
