"UACE10","GEOID10","NAME10","state","ALAND10","agency_voms","mode_voms","total_facilities","per_facilities_prior1980","per_facilities_prior2000","bin_bus","bin_demandresponse","bin_light_commuterail","bin_ferry","bin_directly_operated","bin_purchased_transportation","fare_revenues_earned","total_operating_expenses","cost_per_hour","train_miles","train_hours","passengers_per_hour","passenger_miles"
"02305","02305","Anchorage, AK","AK",220119979,162,80,99,36.3636363636364,87.5,1,2,0,0,2,2,5885537,71082640,2376.9147,87033,3338,19.4452,18012916
"02386","02386","Anderson, IN","IN",170929099,18,10,2,100,100,1,1,0,0,2,0,81183,2563621,162.9242,0,0,8.4222,0
"02602","02602","Ann Arbor, MI","MI",413392385,304,127,3,100,100,4,4,0,0,4,3,4489910,48186475,773.9965,0,0,100.0009,34063843
"02629","02629","Anniston--Oxford, AL","AL",224712858,29,25,1,0,0,1,1,0,0,0,2,92039,2003455,85.9406,0,0,9.2331,0
"02683","02683","Antioch, CA","CA",209026457,97,52,3,0,0,1,2,0,0,0,2,1907322,23454564,269.7156,0,0,15.9918,7503076
"02764","02764","Appleton, WI","WI",268537555,76,45,8,0,100,2,1,0,0,1,2,928114,7079652,184.7421,0,0,14.0513,3343225
"03034","03034","Arecibo, PR","PR",217696324,13,8,1,0,0,2,2,0,0,4,0,0,444604,258.364,0,0,13.4941,0
"03358","03358","Asheville, NC","NC",686038200,35,32,2,50,100,4,3,0,0,2,5,1491003,13073658,599.952,0,0,35.1407,5946084
"03763","03763","Athens-Clarke County, GA","GA",254843272,63,56,3,33.3333333333333,100,2,2,0,0,4,0,7287879,14004683,361.6525,0,0,83.8159,10316427
"03817","03817","Atlanta, GA","GA",6853090913,943,526,111,100,100,8,12,2,0,12,10,103628408,544263372,2830.4406,3772110,155242,163.3227,554347143
"04033","04033","Auburn, AL","AL",129268656,24,21,0,0,0,1,1,0,0,2,0,70207,2088317,96.3579,0,0,7.7674,0
"04222","04222","Augusta-Richmond County, GA--SC","GA",672475992,19,12,2,0,50,2,2,0,0,0,4,175919,5827021,282.5329,0,0,21.2606,2421624
"04222","04222","Augusta-Richmond County, GA--SC","SC",672475992,7,4,0,0,0,2,2,0,0,0,4,175919,5827021,282.5329,0,0,21.2606,2421624
"04384","04384","Austin, TX","TX",1355592421,828,320,28,0,21.4285714285714,3,3,0,0,0,7,15316959,231337899,1584.3721,340201,16756,58.3923,124603824
"04681","04681","Bakersfield, CA","CA",358552872,91,68,11,0,45.4545454545455,1,1,0,0,2,0,4570479,32212681,177.5378,0,0,20.1216,18524546
"04843","04843","Baltimore, MD","MD",1856734366,1888,611,239,50,73.6401673640167,5,5,3,1,6,7,102616567,820925048,3296.9662,2986378,122519,240.2265,525425615
"04951","04951","Bangor, ME","ME",109704371,191,191,3,0,33.3333333333333,1,2,0,0,3,0,8354007,13502409,238.0441,0,0,16.929,0
"05167","05167","Barnstable Town, MA","MA",718700832,310,193,17,25,50,2,3,0,2,4,2,57392160,137801780,4994.3061,0,0,166.9583,61910208
"05680","05680","Baton Rouge, LA","LA",949969170,82,63,4,0,100,1,1,0,0,1,1,497404,28336807,199.6872,0,0,11.2925,7580767
"05707","05707","Battle Creek, MI","MI",137406261,20,13,3,0,66.6666666666667,1,1,0,0,2,0,248544,4687540,237.7738,0,0,14.4368,0
"05869","05869","Bay City, MI","MI",104487607,52,38,2,0,100,1,1,0,0,2,0,160606,7675840,338.5997,0,0,12.6523,1802697
"06058","06058","Beaumont, TX","TX",237552611,18,12,2,50,50,1,1,0,0,0,2,215779,5333437,189.0705,0,0,7.8427,1259861
"06139","06139","Beckley, WV","WV",157962317,18,18,0,0,0,1,0,0,0,0,1,64716,824389,41.6106,0,0,1.6746,0
"06652","06652","Bellingham, WA","WA",124563225,102,47,5,0,40,1,3,0,0,3,0,746629,31512651,485.228,0,0,25.6132,7232068
"06760","06760","Beloit, WI--IL","WI",88778590,9,7,2,0,50,1,1,0,0,1,1,66952,2050933,205.3126,0,0,6.7593,0
"06868","06868","Bend, OR","OR",102857256,43,13,4,0,0,3,2,0,0,3,2,771670,6639542,460.7429,0,0,44.5398,3957413
"07138","07138","Benton Harbor--St. Joseph--Fair Plain, MI","MI",120910282,26,21,1,0,100,1,1,0,0,2,0,190924,2432135,105.696,0,0,6.6025,0
"07705","07705","Billings, MT","MT",137093572,29,19,3,0,66.6666666666667,1,1,0,0,2,0,502545,5292415,231.6744,0,0,12.5752,1710362
"07732","07732","Binghamton, NY--PA","NY",191728719,55,38,2,0,50,1,2,0,0,2,1,1559685,10824263,294.6235,0,0,13.7969,3811418
"07786","07786","Birmingham, AL","AL",1372262260,104,70,4,50,50,1,2,0,0,2,1,1273688,32168316,321.7318,0,0,17.7608,16602132
"07921","07921","Bismarck, ND","ND",99711726,25,19,1,0,100,1,1,0,0,0,2,220829,3490860,149.2989,0,0,5.508,0
"08002","08002","Blacksburg, VA","VA",132287164,50,40,1,0,100,2,1,0,0,2,1,1998737,10833901,230.6219,0,0,48.3695,6463196
"08380","08380","Bloomington, IN","IN",116023756,38,31,3,0,66.6666666666667,1,1,0,0,2,0,1099764,7355404,164.7533,0,0,19.6084,2957598
"08407","08407","Bloomington--Normal, IL","IL",126747529,41,26,3,0,0,1,1,0,0,2,0,1203699,13009405,210.72,0,0,23.1867,5412774
"08785","08785","Boise City, ID","ID",345745626,79,79,3,33.3333333333333,33.3333333333333,2,2,0,0,2,2,1445337,17419713,369.9088,0,0,35.6219,12816368
"08974","08974","Bonita Springs, FL","FL",482992868,50,28,0,0,0,1,1,0,0,0,2,792086,11679137,178.4461,0,0,10.2749,5709875
"09271","09271","Boston, MA--NH--RI","MA",4852766033,2428,767,1033,55.4695062923524,81.1229428848015,16,7,3,2,10,18,556320480,1624899203,5677.3386,10857949,715808,539.2704,1306979161
"09271","09271","Boston, MA--NH--RI","NH",4852766033,22,22,11,0,27.2727272727273,16,7,3,2,10,18,556320480,1624899203,5677.3386,10857949,715808,539.2704,1306979161
"09298","09298","Boulder, CO","CO",84039714,34,34,1,0,0,0,1,0,0,1,0,43583,5296712,122.151,0,0,1.4509,481496
"09379","09379","Bowling Green, KY","KY",117420731,17,9,1,0,0,1,1,0,0,2,0,100766,1669632,147.4032,0,0,7.6303,0
"09946","09946","Bremerton, WA","WA",353464688,257,95,32,3.125,18.75,1,3,0,2,4,1,3874745,51585376,2416.6782,0,0,104.5641,13136023
"10027","10027","Brevard, NC","NC",31410294,4,3,0,0,0,0,3,0,0,1,0,5152,430620,125.4676,0,0,6.2213,0
"10162","10162","Bridgeport--Stamford, CT--NY","CT",1207883974,83,41,2,0,50,4,5,0,0,7,2,8399961,56496405,914.2436,0,0,84.8856,28119854
"10189","10189","Bridgeton, NJ","NJ",46102339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10351","10351","Bristol--Bristol, TN--VA","TN",165271839,7,4,4,0,50,2,3,0,0,5,0,75426,3441910,261.7517,0,0,17.4541,0
"10351","10351","Bristol--Bristol, TN--VA","VA",165271839,26,26,1,0,0,2,3,0,0,5,0,75426,3441910,261.7517,0,0,17.4541,0
"10621","10621","Brookings, OR","OR",18078373,12,6,0,0,0,2,2,0,0,2,0,53060,712917,109.781,0,0,5.3775,0
"10648","10648","Brookings, SD","SD",24565850,22,22,1,0,0,0,2,0,0,1,0,182487,1733901,72.8622,0,0,3.7738,0
"10972","10972","Brownsville, TX","TX",212109894,24,16,4,0,0,1,1,0,0,2,0,701064,6452127,194.8212,0,0,19.2723,4555194
"11350","11350","Buffalo, NY","NY",984090151,359,267,38,2.63157894736842,68.4210526315789,1,1,1,0,3,0,34814699,141163925,532.6744,347313,32115,75.2075,77365934
"11431","11431","Bullhead City, AZ--NV","AZ",75224502,10,7,0,0,0,2,2,0,0,2,0,130584,1362337,133.9365,0,0,10.4938,0
"11674","11674","Burlington, IA--IL","IA",40269820,26,26,0,0,0,2,2,0,0,2,0,470569,2329546,124.1263,0,0,14.7626,0
"11728","11728","Burlington, NC","NC",234210750,27,27,0,0,0,1,2,0,0,1,2,106426,2597304,168.5893,0,0,8.7864,0
"11755","11755","Burlington, VT","VT",159889307,140,55,3,33.3333333333333,66.6666666666667,2,2,0,0,3,1,2998165,20775418,346.2143,0,0,25.2044,11534931
"11998","11998","Butler, PA","PA",85107900,11,11,3,33.3333333333333,33.3333333333333,1,2,0,0,0,1,550775,573578,32.4789,0,0,2.0575,0
"12052","12052","Butte-Silver Bow, MT","MT",42753207,10,5,2,0,0,2,4,0,0,3,0,0,1260862,171.6139,0,0,20.1246,0
"12160","12160","Cadillac, MI","MI",22604252,25,25,1,0,0,0,2,0,0,1,0,97555,2568349,53.2488,0,0,2.2695,0
"12565","12565","California City, CA","CA",19560335,3,3,2,100,100,0,2,0,0,1,0,18500,252949,118.9788,0,0,5.7469,0
"12754","12754","Camarillo, CA","CA",56939799,19,17,0,0,0,1,1,0,0,0,2,133527,2016247,192.8689,0,0,15.8305,0
"12808","12808","Cambridge, MD","MD",22411492,30,19,2,0,100,2,2,0,0,2,0,104322,1151229,63.2363,0,0,4.9093,0
"12835","12835","Cambridge, MN","MN",25568550,17,14,0,0,0,2,2,0,0,2,0,83182,1987564,158.4234,0,0,6.1992,0
"12862","12862","Cambridge, OH","OH",25587801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13132","13132","Camilla, GA","GA",13881086,90,90,0,0,0,0,2,0,0,0,1,94748,5343589,37.6625,0,0,1.4567,0
"13221","13221","Canby, OR","OR",12912374,8,5,1,0,0,2,2,0,0,0,2,53880,1969097,250.7544,0,0,8.6944,0
"13321","13321","Canton, MS","MS",27648965,9,9,1,0,0,0,2,0,0,1,0,29814,727327,91.811,0,0,3.9433,0
"13348","13348","Canton, NY","NY",8436264,20,20,0,0,0,2,0,0,0,0,1,79946,2399199,56.2123,0,0,1.4015,0
"13375","13375","Canton, OH","OH",430713060,66,36,6,0,16.6666666666667,1,1,0,0,2,0,1081194,24460206,282.5904,0,0,11.038,9222375
"13510","13510","Cape Coral, FL","FL",855010586,102,50,5,0,20,1,2,0,0,2,1,1963346,24934374,215.2319,0,0,20.2955,14356333
"13537","13537","Cape Girardeau, MO--IL","MO",90721367,30,24,2,0,50,2,2,0,0,4,0,666161,3147573,118.1059,0,0,40.7121,0
"13591","13591","Carbondale, IL","IL",126377053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13699","13699","Carlinville, IL","IL",7351655,38,38,0,0,0,0,2,0,0,1,0,202343,1214916,27.2189,0,0,1.4003,0
"13807","13807","Carlsbad, NM","NM",56866971,15,12,1,0,0,2,2,0,0,2,0,47731,801232,76.1232,0,0,2.5808,0
"13915","13915","Caro, MI","MI",9199077,15,15,0,0,0,0,2,0,0,1,0,63364,1015578,56.246,0,0,2.312,0
"13996","13996","Carroll, IA","IA",11968899,55,55,3,0,33.3333333333333,0,2,0,0,1,0,498143,2400963,68.3373,0,0,3.5766,0
"14050","14050","Carrollton, KY","KY",9374937,2,2,0,0,0,0,2,0,0,1,0,0,117377,47.4442,0,0,1.0525,0
"14104","14104","Carrollton, OH","OH",6184407,11,11,1,0,0,0,2,0,0,1,0,50354,741745,113.0881,0,0,0.6089,0
"14158","14158","Carson City, NV","NV",59803064,9,5,2,0,0,1,1,0,0,0,2,53555,1488902,124.4651,0,0,14.2861,0
"14185","14185","Cartersville, GA","GA",131065535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14266","14266","Carthage, MO","MO",23559980,2,2,0,0,0,0,2,0,0,1,0,14279,60301,16.4937,0,0,3.0842,0
"14482","14482","Casper, WY","WY",78264757,13,7,0,0,0,1,1,0,0,0,2,118403,2101111,105.6856,0,0,9.6143,0
"14644","14644","Catskill, NY","NY",10381511,8,8,0,0,0,2,0,0,0,0,1,11777,867092,211.5891,0,0,1.4639,0
"14698","14698","Cedar City, UT","UT",43503343,2,1,1,0,0,2,2,0,0,2,0,20443,165748,63.5848,0,0,6.1421,0
"14752","14752","Cedar Rapids, IA","IA",216267356,89,70,2,0,0,3,4,0,0,2,3,2519766,19085236,453.7886,0,0,32.8243,4819224
"14806","14806","Cedartown, GA","GA",22398891,1,1,0,0,0,0,2,0,0,1,0,1439,54440,37.9109,0,0,2.2103,0
"15022","15022","Centralia, IL","IL",30590490,110,91,1,0,0,2,2,0,0,2,0,449400,9648386,214.5134,0,0,9.1301,0
"15076","15076","Centralia, WA","WA",81798312,16,9,4,50,100,2,2,0,0,2,0,63791,3763483,295.623,0,0,8.8499,0
"15130","15130","Chadron, NE","NE",4939944,2,2,0,0,0,0,4,0,0,2,0,1594,92359,190.6479,0,0,13.426,0
"15211","15211","Champaign, IL","IL",120773988,129,99,2,0,50,2,3,0,0,3,2,7116104,38819316,388.975,0,0,63.4582,16750591
"15265","15265","Chanute, KS","KS",13737362,9,9,0,0,0,0,2,0,0,1,0,30876,74790,40.0375,0,0,7.8565,0
"15319","15319","Chardon, OH","OH",23330097,15,15,1,0,100,0,2,0,0,1,0,53151,1224243,70.8105,0,0,1.5461,0
"15400","15400","Charleston, IL","IL",18909621,15,13,1,0,0,2,4,0,0,3,0,30906,1149955,234.8081,0,0,11.9958,0
"15481","15481","Charleston, WV","WV",254238308,43,34,3,66.6666666666667,100,1,1,0,0,2,0,1541839,12554321,159.2899,0,0,12.1558,7010044
"15508","15508","Charleston--North Charleston, SC","SC",759667608,83,54,4,0,50,3,1,0,0,1,3,3481587,21922950,344.2338,0,0,25.3839,11425826
"15600","15600","Charles Town--Ranson, WV","WV",48053039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15643","15643","Charlotte, MI","MI",23117621,24,22,2,0,50,2,2,0,0,2,0,84421,2174668,139.4924,0,0,3.6675,0
"15670","15670","Charlotte, NC--SC","NC",1920045519,409,190,53,0,3.77358490566038,3,8,2,0,9,3,22731624,173537899,1280.7171,1141671,69828,108.5805,104208276
"15670","15670","Charlotte, NC--SC","SC",1920045519,16,16,0,0,0,3,8,2,0,9,3,22731624,173537899,1280.7171,1141671,69828,108.5805,104208276
"15724","15724","Charlottesville, VA","VA",89581092,80,68,5,0,100,2,1,0,0,3,0,1392159,16969711,269.8007,0,0,19.4456,2872448
"15832","15832","Chattanooga, TN--GA","TN",777411843,73,54,10,60,90,1,1,0,0,3,0,3399385,21127989,777.7471,10534,3586,90.0916,6674093
"15940","15940","Chelsea, MI","MI",10876792,12,8,0,0,0,2,2,0,0,2,0,50684,598884,71.2623,0,0,3.2059,0
"16183","16183","Chester, SC","SC",17924588,13,13,0,0,0,0,2,0,0,1,0,289913,792267,35.8411,0,0,1.4267,0
"16237","16237","Cheyenne, WY","WY",91135974,18,10,1,0,0,1,1,0,0,2,0,113888,1666324,113.8943,0,0,8.1079,0
"16264","16264","Chicago, IL--IN","IL",6321129497,2703,1555,4552,40.9420289855072,78.6231884057971,5,13,6,1,17,5,469496281,3289619618,5665.475,21152482,984632,224.903,1652219237
"16264","16264","Chicago, IL--IN","IN",6321129497,70,70,29,17.2413793103448,100,5,13,6,1,17,5,469496281,3289619618,5665.475,21152482,984632,224.903,1652219237
"16291","16291","Chickasha, OK","OK",25941446,6,6,0,0,0,0,2,0,0,1,0,15063,235042,26.3234,0,0,1.2911,0
"16318","16318","Chico, CA","CA",89107270,44,25,3,0,0,1,1,0,0,0,2,1328546,9676785,191.4433,0,0,14.3687,4002884
"16453","16453","Chillicothe, OH","OH",44662884,12,9,1,0,0,2,2,0,0,2,0,36945,5249902,504.9504,0,0,6.3016,0
"16561","16561","Chino Valley, AZ","AZ",32229854,5,5,0,0,0,2,0,0,0,1,0,6753,329802,56.0983,0,0,2.0658,0
"16696","16696","Chowchilla, CA","CA",11686277,2,2,0,0,0,0,2,0,0,1,0,25578,339170,172.6935,0,0,6.1492,0
"16885","16885","Cincinnati, OH--KY--IN","KY",2039153240,122,96,5,0,0,5,6,1,0,9,3,17997310,131147769,1679.3325,23417,3723,66.0648,61271880
"16885","16885","Cincinnati, OH--KY--IN","OH",2039153240,330,284,19,0,20,5,6,1,0,9,3,17997310,131147769,1679.3325,23417,3723,66.0648,61271880
"16912","16912","Circleville, OH","OH",19009070,12,12,0,0,0,0,2,0,0,1,0,5230,490258,65.5513,0,0,2.7318,0
"17047","17047","Clanton, AL","AL",17294594,10,10,0,0,0,0,2,0,0,1,0,15058,357518,36.907,0,0,1.3644,0
"17209","17209","Clarion, PA","PA",17261485,16,16,0,0,0,0,2,0,0,0,1,765102,769805,58.3362,0,0,1.4658,0
"17236","17236","Clarksburg, WV","WV",99740663,20,15,1,0,0,2,2,0,0,2,0,89015,2568304,118.3829,0,0,7.6206,0
"17263","17263","Clarksdale, MS","MS",22046071,23,23,1,0,0,0,2,0,0,1,0,235442,1646811,64.1631,0,0,2.7933,0
"17317","17317","Clarksville, TN--KY","TN",283432390,29,18,2,50,100,1,1,0,0,2,0,579156,6512040,133.1835,0,0,9.6858,0
"17533","17533","Cleburne, TX","TX",45328121,0,0,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"17641","17641","Cleveland, MS","MS",21158526,45,45,1,0,0,0,2,0,0,1,0,232178,2034533,41.1092,0,0,1.6114,0
"17668","17668","Cleveland, OH","OH",2004141968,418,254,154,4.54545454545455,50.6493506493507,5,5,2,0,10,1,27316716,279107947,1883.1939,1800834,105946,94.2651,82995354
"17722","17722","Cleveland, TN","TN",141271537,19,10,0,0,0,1,1,0,0,2,0,31201,1405620,92.4663,0,0,6.3853,0
"17938","17938","Clinton, IA--IL","IA",42706895,17,11,4,0,0,2,2,0,0,2,0,412284,1815255,128.5832,0,0,15.0594,0
"17965","17965","Clinton, MO","MO",14107733,4,4,1,0,0,0,2,0,0,1,0,10333,149053,43.6083,0,0,3.4757,0
"17992","17992","Clinton, NC","NC",20547233,11,11,1,0,0,0,2,0,0,1,0,17746,782262,32.9568,0,0,1.8266,0
"18208","18208","Clovis, NM","NM",58367971,8,8,2,0,0,0,2,0,0,1,0,19740,812717,68.8044,0,0,4.0935,0
"18370","18370","Cochran, GA","GA",11975398,3,3,0,0,0,0,2,0,0,0,1,7966,126299,21.8775,0,0,0.7272,0
"18397","18397","Cody, WY","WY",16432857,6,6,1,0,0,0,2,0,0,1,0,2123,113262,16.441,0,0,1.4365,0
"18451","18451","Coeur d'Alene, ID","ID",122415831,7,5,1,0,0,1,2,0,0,2,1,0,2131336,255.6432,0,0,12.4992,0
"18532","18532","Colby, KS","KS",7762505,2,2,0,0,0,0,2,0,0,1,0,9067,81371,18.1916,0,0,2.0648,0
"18559","18559","Colchester, CT","CT",37915927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18667","18667","Coldwater, MI","MI",29870319,13,12,1,0,100,2,2,0,0,2,0,161274,1706399,111.1688,0,0,9.8701,0
"18748","18748","College Station--Bryan, TX","TX",184914747,65,48,8,12.5,62.5,1,1,0,0,2,0,290015,8924315,184.2937,0,0,5.1159,2307764
"18856","18856","Colorado Springs, CO","CO",487015479,122,50,13,7.69230769230769,100,2,5,0,0,3,2,2338018,24639147,399.4964,0,0,18.2009,8827385
"18937","18937","Columbia, MO","MO",160441396,790,790,5,33.3333333333333,33.3333333333333,1,3,0,0,3,0,11034023,34856518,307.858,0,0,20.9291,1378380
"18964","18964","Columbia, SC","SC",984242315,101,46,4,0,25,2,4,0,0,0,4,2222245,20905628,367.2343,0,0,26.208,8009469
"19018","19018","Columbia City, IN","IN",15736002,8,8,2,0,0,0,2,0,0,1,0,33658,520477,46.8687,0,0,2.1281,0
"19099","19099","Columbus, GA--AL","GA",381438379,26,18,7,85.7142857142857,100,1,1,0,0,2,0,851566,4417999,56.3146,0,0,11.8184,0
"19126","19126","Columbus, IN","IN",70790972,10,5,2,50,50,1,1,0,0,2,0,10654,1631092,122.6527,0,0,7.8226,0
"19153","19153","Columbus, KS","KS",5218667,8,8,0,0,0,0,2,0,0,1,0,13908,169429,50.2757,0,0,6.8739,0
"19207","19207","Columbus, NE","NE",20786007,5,5,1,0,0,0,2,0,0,1,0,12910,205502,87.5221,0,0,3.0315,0
"19234","19234","Columbus, OH","OH",1322426433,338,268,48,6.25,37.5,2,4,0,0,4,2,5143848,184630287,716.6008,0,0,24.049,43952462
"19342","19342","Colusa, CA","CA",5884523,6,6,1,0,0,0,2,0,0,1,0,78237,1257582,133.2608,0,0,4.0517,0
"19369","19369","Colville, WA","WA",11916331,8,5,0,0,0,2,2,0,0,2,0,5521,908026,127.3942,0,0,2.5462,0
"19504","19504","Concord, CA","CA",525078873,142,86,13,0,100,2,1,0,0,1,2,4377872,36531937,342.9529,0,0,17.3245,12716663
"19531","19531","Concord, NH","NH",88333045,13,9,8,0,12.5,3,2,0,0,2,0,57075,837110,132.7413,0,0,9.3005,0
"19558","19558","Concord, NC","NC",466782955,22,21,3,100,100,3,3,0,0,2,4,317663,8231210,407.6133,0,0,28.125,0
"19585","19585","Concordia, KS","KS",6465906,2,2,0,0,0,0,2,0,0,1,0,13047,103767,30.457,0,0,4.4831,0
"19693","19693","Connersville, IN","IN",22710412,8,8,1,0,100,0,2,0,0,1,0,21953,334608,35.4645,0,0,1.39,0
"19755","19755","Conroe--The Woodlands, TX","TX",345013129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19828","19828","Cookeville, TN","TN",115274265,92,77,4,50,50,2,2,0,0,2,0,182850,6321853,73.1958,0,0,4.1352,0
"19882","19882","Coolidge, AZ","AZ",10906528,10,9,2,0,0,2,2,0,0,2,0,26537,711790,93.5776,0,0,3.9208,0
"19936","19936","Coos Bay, OR","OR",42686508,24,9,1,0,0,3,3,0,0,3,0,36554,1090218,221.1964,0,0,8.3835,0
"20044","20044","Corcoran, CA","CA",16956710,6,6,3,0,33.3333333333333,0,2,0,0,1,0,54883,856448,229.4262,0,0,6.3153,0
"20071","20071","Cordele, GA","GA",19478696,6,6,0,0,0,0,2,0,0,0,1,7725,477419,39.3196,0,0,1.3938,0
"20233","20233","Corning, NY","NY",26175021,6,6,0,0,0,2,0,0,0,1,0,37693,896999,83.6831,0,0,8.9814,0
"20287","20287","Corpus Christi, TX","TX",311317188,123,55,48,0,33.3333333333333,2,3,0,0,2,3,1325100,31500326,401.2566,0,0,27.6993,15926336
"20341","20341","Corsicana, TX","TX",32707922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20368","20368","Cortez, CO","CO",9451925,7,7,0,0,0,0,2,0,0,1,0,2509,208146,32.4114,0,0,0.9441,0
"20395","20395","Cortland, NY","NY",27627631,16,14,0,0,0,2,2,0,0,0,2,41688,2128156,174.4109,0,0,5.3174,0
"20422","20422","Corvallis, OR","OR",55127909,12,11,2,0,0,2,1,0,0,0,3,68968,5247466,278.8083,0,0,30.3748,0
"20476","20476","Coshocton, OH","OH",13446090,8,8,0,0,0,0,2,0,0,1,0,2316,1215574,182.6557,0,0,1.7968,0
"20503","20503","Cottage Grove, OR","OR",13606209,4,4,1,100,100,0,2,0,0,0,1,20363,484817,61.5406,0,0,2.4822,0
"20595","20595","Cottonwood--Verde Village, AZ","AZ",37505226,10,5,1,0,0,2,2,0,0,2,0,129609,2038285,127.9464,0,0,10.2197,0
"20719","20719","Covington, TN","TN",17355179,27,27,0,0,0,0,2,0,0,1,0,73960,1844858,48.5578,0,0,1.2046,0
"20890","20890","Crawfordville, FL","FL",24765279,11,11,0,0,0,0,2,0,0,1,0,24500,389234,53.503,0,0,1.6484,0
"20908","20908","Crescent City, CA","CA",30718476,8,6,1,0,0,2,2,0,0,0,2,118640,1262701,119.5773,0,0,8.1179,0
"21016","21016","Creston, IA","IA",10213334,29,29,0,0,0,0,2,0,0,1,0,288414,1638540,37.0024,0,0,2.0953,0
"21043","21043","Crestview, FL","FL",61102504,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21232","21232","Crookston, MN","MN",10534888,20,13,3,0,0,2,2,0,0,2,0,216316,2788638,191.3364,0,0,10.2333,0
"21421","21421","Crowley, LA","LA",17789348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21637","21637","Cullman, AL","AL",57522567,30,30,0,0,0,0,2,0,0,1,0,27488,731530,40.2869,0,0,1.6662,0
"21745","21745","Cumberland, MD--WV--PA","MD",84481876,0,0,2,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"21772","21772","Cushing, OK","OK",11431984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22042","22042","Dallas--Fort Worth--Arlington, TX","TX",4612319701,1082,557,119,10.0840336134454,100,6,15,5,0,15,8,50152098,670929303,3371.6762,6603215,342931,201.2646,348122479
"22069","22069","Dalton, GA","GA",209237747,11,11,0,0,0,0,2,0,0,1,0,21316,640010,55.595,0,0,1.6307,0
"22096","22096","Danbury, CT--NY","CT",341046919,43,29,2,0,100,1,1,0,0,2,0,638894,7478193,154.1818,0,0,10.1095,3843554
"22204","22204","Danville, IL","IL",77199252,17,17,2,0,50,0,2,0,0,1,0,5037,1265335,81.6872,0,0,2.7121,0
"22253","22253","Danville, VA--NC","VA",107858331,18,12,3,0,33.3333333333333,2,2,0,0,2,0,332350,2576382,156.9858,0,0,16.5232,0
"22312","22312","Darien, GA","GA",8126145,63,63,1,0,0,0,2,0,0,1,0,63222,3692677,41.3079,0,0,0.9848,0
"22366","22366","Davenport, IA--IL","IA",357696091,55,44,8,0,100,5,5,0,1,5,6,1908637,29689485,1047.0068,0,0,75.3577,14131252
