"fips"|"inactive_win12"|"undergrad_school_prog"|"grad_school_prog"|"hbcu"|"hospital"|"medical_school_prog"|"tribal_school_prog"|"public_college_university"|"post_secondary_institution"|"degree_granting"|"grants_associates_certificate_only"|"not_degree_granting"|"size_lt1k"|"size_1k_10k"|"size_gt10k"|"cost_undergrad_instate"|"cost_undergrad_outstate"|"cost_grad_instate"|"cost_grad_outstate"|"cost_oncampus_living"|"ft_noninst_academic_staff"|"ft_community_admin_staff"|"total_instructional_staff"|"total_inst_staff_salary"|"est_avg_inst_staff_salary"|"no_reported_inst_staff"
"060855056001"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|47112|47112|27594|27594|13965|979|291|1088|121616546|111779.913602941|0
"060855064012"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060855066013"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060855066051"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060855066061"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060855073012"|0|2|0|0|0|0|0|2|2|1|1|0|0|1|0|NA|NA|NA|NA|NA|235|84|328|28426168|NA|0
"060855077013"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|1395|8415|NA|NA|NA|272|142|558|52985942|94956.8853046595|0
"060855087042"|0|1|1|0|1|0|0|2|2|2|0|0|2|0|0|NA|NA|NA|NA|NA|14|1|14|780600|87490|0
"060855087043"|0|1|1|0|1|0|0|2|2|2|0|0|2|0|0|NA|NA|NA|NA|NA|14|1|14|780600|87490|0
"060855089003"|0|1|1|0|1|0|0|2|2|2|0|0|2|0|0|NA|NA|NA|NA|NA|14|1|14|780600|87490|0
"060855093041"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060855108012"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|21360|21360|21750|21750|NA|19|3|14|997000|71214.2857142857|0
"060855116091"|0|1|1|0|1|1|0|1|1|1|0|0|0|0|1|47331|47331|47331|47331|14601|6901|1363|3066|438352120|142971.989562948|0
"060855117041"|0|2|0|0|0|0|0|2|2|1|0|0|0|0|1|NA|NA|NA|NA|NA|352|97|378|36390470|NA|0
"060855117042"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|17112|17112|44919|44919|NA|67|13|74|8331966|112594.135135135|0
"060855117043"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|17112|17112|44919|44919|NA|67|13|74|8331966|112594.135135135|0
"060855117071"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|17112|17112|44919|44919|NA|67|13|74|8331966|112594.135135135|0
"060855120011"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|NA|NA|NA|NA|NA|34|5|36|2822132|78392.5555555556|0
"060855125101"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|1104|6312|NA|NA|NA|116|55|158|15188346|96128.7721518987|0
"060855130001"|0|1|1|0|1|1|0|1|1|1|0|0|0|0|1|47331|47331|47331|47331|14601|6901|1363|3066|438352120|142971.989562948|0
"060855135001"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|NA|NA|NA|NA|NA|34|5|36|2822132|78392.5555555556|0
"060871003001"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|11220|37902|11220|26322|15217|2517|553|1182|145923368|123454.62605753|0
"060871004001"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|11220|37902|11220|26322|15217|2517|553|1182|145923368|123454.62605753|0
"060871004002"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|11220|37902|11220|26322|15217|2517|553|1182|145923368|123454.62605753|0
"060871004003"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|11220|37902|11220|26322|15217|2517|553|1182|145923368|123454.62605753|0
"060871010001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060871010007"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060871105021"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060871215001"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|NA|NA|15960|15960|NA|17|10|2|80000|40000|0
"060871215003"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|NA|NA|15960|15960|NA|17|10|2|80000|40000|0
"060871215004"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|NA|NA|15960|15960|NA|17|10|2|80000|40000|0
"060871220033"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|1288|5628|NA|NA|NA|247|110|440|31899264|72498.3272727273|0
"060890107021"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060890107022"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060890108041"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|25950|25950|12400|12400|7950|84|40|86|4950638|57565.5581395349|0
"060890108052"|0|2|2|0|0|0|0|2|2|2|0|0|1|1|0|37150|37150|18700|18700|11850|86|41|96|5318152|94316.9581395349|0
"060890108071"|0|1|0|0|0|0|0|1|1|1|0|0|0|1|0|1104|6240|NA|NA|5500|243|127|280|21239836|75856.5571428571|0
"060890113003"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|11200|11200|6300|6300|3900|2|1|10|367514|36751.4|0
"060890113004"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|11200|11200|6300|6300|3900|2|1|10|367514|36751.4|0
"060930009005"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|1104|6192|NA|NA|8000|86|42|84|6477976|77118.7619047619|0
"060952506012"|0|1|2|0|0|1|0|2|2|2|0|0|0|2|0|NA|NA|32038|40966|NA|321|84|262|23410324|178597.761771562|0
"060952506041"|0|1|2|0|0|1|0|2|2|2|0|0|0|2|0|NA|NA|32038|40966|NA|321|84|262|23410324|178597.761771562|0
"060952506042"|0|1|2|0|0|1|0|2|2|2|0|0|0|2|0|NA|NA|32038|40966|NA|321|84|262|23410324|178597.761771562|0
"060952508011"|0|1|2|0|0|1|0|2|2|2|0|0|0|2|0|NA|NA|32038|40966|NA|321|84|262|23410324|178597.761771562|0
"060952515002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060952515003"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060952522011"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|1104|6288|NA|NA|NA|164|72|276|22215350|80490.3985507246|0
"060952523051"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|1104|6288|NA|NA|NA|164|72|276|22215350|80490.3985507246|0
"060952523052"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|1104|6288|NA|NA|NA|164|72|276|22215350|80490.3985507246|0
"060952523053"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|1104|6288|NA|NA|NA|164|72|276|22215350|80490.3985507246|0
"060952523122"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|NA|NA|NA|NA|NA|8|0|6|270400|45066.6666666667|0
"060952525021"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060952529112"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
