ZCTA5,STATE,COUNTY,GEOID,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,COPOP,COHU,COAREA,COAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,COPOPPCT,COHUPCT,COAREAPCT,COAREALANDPCT
13319,36,065,36065,1079,461,2295989,2295989,1079,461,2295989,2295989,234878,104180,3257314013,3140175831,100,100,100,100,0.46,0.44,0.07,0.07
13320,36,057,36057,11,8,75237,75237,2018,1190,199453424,199072520,50219,23063,1062815091,1043875858,0.55,0.67,0.04,0.04,0.02,0.03,0.01,0.01
13320,36,077,36077,2007,1182,199378187,198997283,2018,1190,199453424,199072520,62259,30777,2630785590,2594391877,99.45,99.33,99.96,99.96,3.22,3.84,7.58,7.67
13321,36,065,36065,1049,527,2133497,2089622,1049,527,2133497,2089622,234878,104180,3257314013,3140175831,100,100,100,100,0.45,0.51,0.07,0.07
13322,36,043,36043,360,267,19187207,19094383,1076,574,31593710,31461243,64519,33381,3776089881,3655689412,33.46,46.52,60.73,60.69,0.56,0.8,0.51,0.52
13322,36,065,36065,716,307,12406503,12366860,1076,574,31593710,31461243,234878,104180,3257314013,3140175831,66.54,53.48,39.27,39.31,0.3,0.29,0.38,0.39
13323,36,065,36065,11323,4459,98616569,98527749,11323,4459,98616569,98527749,234878,104180,3257314013,3140175831,100,100,100,100,4.82,4.28,3.03,3.14
13324,36,043,36043,2149,1438,320439623,309102925,2149,1438,320439623,309102925,64519,33381,3776089881,3655689412,100,100,100,100,3.33,4.31,8.49,8.46
13325,36,049,36049,866,619,200550048,200439390,866,619,200550048,200439390,27087,15112,3340985008,3301404174,100,100,100,100,3.2,4.1,6,6.07
13326,36,077,36077,5561,3414,248701677,247054484,5561,3414,248701677,247054484,62259,30777,2630785590,2594391877,100,100,100,100,8.93,11.09,9.45,9.52
13327,36,049,36049,2056,1217,352306003,345561793,2056,1217,352306003,345561793,27087,15112,3340985008,3301404174,100,100,100,100,7.59,8.05,10.54,10.47
13328,36,065,36065,1267,548,41087158,41087158,1267,548,41087158,41087158,234878,104180,3257314013,3140175831,100,100,100,100,0.54,0.53,1.26,1.31
13329,36,035,36035,1022,515,99998831,99014746,3889,1905,138339976,137117675,55531,28562,1380152115,1283258864,26.28,27.03,72.28,72.21,1.84,1.8,7.25,7.72
13329,36,043,36043,2867,1390,38341145,38102929,3889,1905,138339976,137117675,64519,33381,3776089881,3655689412,73.72,72.97,27.72,27.79,4.44,4.16,1.02,1.04
13331,36,043,36043,189,919,221030093,208926889,189,919,221030093,208926889,64519,33381,3776089881,3655689412,100,100,100,100,0.29,2.75,5.85,5.72
13332,36,017,36017,644,293,22801106,22801106,2460,1149,127761421,127381600,50477,24710,2327440864,2314279661,26.18,25.5,17.85,17.9,1.28,1.19,0.98,0.99
13332,36,053,36053,1816,856,104960315,104580494,2460,1149,127761421,127381600,73442,31757,1712714539,1696033233,73.82,74.5,82.15,82.1,2.47,2.7,6.13,6.17
13333,36,077,36077,62,30,4412485,4404887,62,30,4412485,4404887,62259,30777,2630785590,2594391877,100,100,100,100,0.1,0.1,0.17,0.17
13334,36,053,36053,1374,846,76786145,75341782,1374,846,76786145,75341782,73442,31757,1712714539,1696033233,100,100,100,100,1.87,2.66,4.48,4.44
13335,36,077,36077,1590,686,98915324,98817757,1590,686,98915324,98817757,62259,30777,2630785590,2594391877,100,100,100,100,2.55,2.23,3.76,3.81
13337,36,077,36077,790,438,48208652,47908553,790,438,48208652,47908553,62259,30777,2630785590,2594391877,100,100,100,100,1.27,1.42,1.83,1.85
13338,36,043,36043,89,278,504020441,492836946,1206,1567,643681346,629607816,64519,33381,3776089881,3655689412,7.38,17.74,78.3,78.28,0.14,0.83,13.35,13.48
13338,36,065,36065,1117,1289,139660905,136770870,1206,1567,643681346,629607816,234878,104180,3257314013,3140175831,92.62,82.26,21.7,21.72,0.48,1.24,4.29,4.36
13339,36,035,36035,463,185,17230656,17230656,6941,2943,282432579,280178936,55531,28562,1380152115,1283258864,6.67,6.29,6.1,6.15,0.83,0.65,1.25,1.34
13339,36,043,36043,626,264,53358033,53347188,6941,2943,282432579,280178936,64519,33381,3776089881,3655689412,9.02,8.97,18.89,19.04,0.97,0.79,1.41,1.46
13339,36,057,36057,5852,2494,211843890,209601092,6941,2943,282432579,280178936,50219,23063,1062815091,1043875858,84.31,84.74,75.01,74.81,11.65,10.81,19.93,20.08
13340,36,043,36043,8205,3499,150728670,149893995,8205,3499,150728670,149893995,64519,33381,3776089881,3655689412,100,100,100,100,12.72,10.48,3.99,4.1
13341,36,065,36065,102,40,476975,476975,102,40,476975,476975,234878,104180,3257314013,3140175831,100,100,100,100,0.04,0.04,0.01,0.02
13342,36,077,36077,165,88,20711481,20565960,165,88,20711481,20565960,62259,30777,2630785590,2594391877,100,100,100,100,0.27,0.29,0.79,0.79
13343,36,049,36049,1658,1164,147977387,145505915,1658,1164,147977387,145505915,27087,15112,3340985008,3301404174,100,100,100,100,6.12,7.7,4.43,4.41
13345,36,049,36049,177,93,12833555,12791341,177,93,12833555,12791341,27087,15112,3340985008,3301404174,100,100,100,100,0.65,0.62,0.38,0.39
13346,36,053,36053,6735,2413,100603478,97926856,6735,2413,100603478,97926856,73442,31757,1712714539,1696033233,100,100,100,100,9.17,7.6,5.87,5.77
13348,36,077,36077,1469,760,95932484,95759954,1469,760,95932484,95759954,62259,30777,2630785590,2594391877,100,100,100,100,2.36,2.47,3.65,3.69
13350,36,043,36043,10093,4568,80218089,78789789,10093,4568,80218089,78789789,64519,33381,3776089881,3655689412,100,100,100,100,15.64,13.68,2.12,2.16
13352,36,065,36065,65,33,477574,434504,65,33,477574,434504,234878,104180,3257314013,3140175831,100,100,100,100,0.03,0.03,0.01,0.01
13353,36,041,36041,86,289,522219443,512594477,86,289,522219443,512594477,4836,8694,4682190034,4447975965,100,100,100,100,1.78,3.32,11.15,11.52
13354,36,065,36065,3342,1369,135029959,134889972,3342,1369,135029959,134889972,234878,104180,3257314013,3140175831,100,100,100,100,1.42,1.31,4.15,4.3
13355,36,053,36053,905,381,75423325,75387380,905,381,75423325,75387380,73442,31757,1712714539,1696033233,100,100,100,100,1.23,1.2,4.4,4.44
13357,36,043,36043,11055,4861,81664544,81295714,11096,4885,82061979,81693149,64519,33381,3776089881,3655689412,99.63,99.51,99.52,99.51,17.13,14.56,2.16,2.22
13357,36,077,36077,41,24,397435,397435,11096,4885,82061979,81693149,62259,30777,2630785590,2594391877,0.37,0.49,0.48,0.49,0.07,0.08,0.02,0.02
13360,36,041,36041,333,1010,169841041,159703716,333,1010,169841041,159703716,4836,8694,4682190034,4447975965,100,100,100,100,6.89,11.62,3.63,3.59
13361,36,043,36043,705,280,61903983,61897463,824,328,73367542,73361022,64519,33381,3776089881,3655689412,85.56,85.37,84.38,84.37,1.09,0.84,1.64,1.69
13361,36,077,36077,119,48,11463559,11463559,824,328,73367542,73361022,62259,30777,2630785590,2594391877,14.44,14.63,15.62,15.63,0.19,0.16,0.44,0.44
13362,36,065,36065,60,21,714898,714898,60,21,714898,714898,234878,104180,3257314013,3140175831,100,100,100,100,0.03,0.02,0.02,0.02
13363,36,065,36065,2315,999,54993469,54876360,2315,999,54993469,54876360,234878,104180,3257314013,3140175831,100,100,100,100,0.99,0.96,1.69,1.75
13364,36,053,36053,243,111,7656967,7656967,243,111,7656967,7656967,73442,31757,1712714539,1696033233,100,100,100,100,0.33,0.35,0.45,0.45
13365,36,043,36043,8906,4424,351426682,347301945,8906,4424,351426682,347301945,64519,33381,3776089881,3655689412,100,100,100,100,13.8,13.25,9.31,9.5
13367,36,043,36043,21,60,473102068,434907147,8830,4313,1220057880,1174248862,64519,33381,3776089881,3655689412,0.24,1.39,38.78,37.04,0.03,0.18,12.53,11.9
13367,36,049,36049,8809,4253,746955812,739341715,8830,4313,1220057880,1174248862,27087,15112,3340985008,3301404174,99.76,98.61,61.22,62.96,32.52,28.14,22.36,22.39
13368,36,049,36049,1118,632,120802083,118061419,1118,632,120802083,118061419,27087,15112,3340985008,3301404174,100,100,100,100,4.13,4.18,3.62,3.58
13402,36,053,36053,1515,706,61863149,61581353,1534,714,66029139,65747343,73442,31757,1712714539,1696033233,98.76,98.88,93.69,93.66,2.06,2.22,3.61,3.63
13402,36,065,36065,19,8,4165990,4165990,1534,714,66029139,65747343,234878,104180,3257314013,3140175831,1.24,1.12,6.31,6.34,0.01,0.01,0.13,0.13
13403,36,065,36065,7372,1697,70129457,69169426,7372,1697,70129457,69169426,234878,104180,3257314013,3140175831,100,100,100,100,3.14,1.63,2.15,2.2
13404,36,049,36049,236,93,7631020,7631020,236,93,7631020,7631020,27087,15112,3340985008,3301404174,100,100,100,100,0.87,0.62,0.23,0.23
13406,36,043,36043,725,338,28427442,28257173,725,338,28427442,28257173,64519,33381,3776089881,3655689412,100,100,100,100,1.12,1.01,0.75,0.77
13407,36,043,36043,5453,2451,141976147,140608069,5453,2451,141976147,140608069,64519,33381,3776089881,3655689412,100,100,100,100,8.45,7.34,3.76,3.85
13408,36,053,36053,4280,1188,97764662,97444354,4280,1188,97764662,97444354,73442,31757,1712714539,1696033233,100,100,100,100,5.83,3.74,5.71,5.75
13409,36,053,36053,2374,982,89291631,89291631,2374,982,89291631,89291631,73442,31757,1712714539,1696033233,100,100,100,100,3.23,3.09,5.21,5.26
13410,36,057,36057,241,108,256023,256023,241,108,256023,256023,50219,23063,1062815091,1043875858,100,100,100,100,0.48,0.47,0.02,0.02
13411,36,017,36017,1926,941,86377470,85909975,3264,1627,178040953,177298507,50477,24710,2327440864,2314279661,59.01,57.84,48.52,48.45,3.82,3.81,3.71,3.71
13411,36,077,36077,1338,686,91663483,91388532,3264,1627,178040953,177298507,62259,30777,2630785590,2594391877,40.99,42.16,51.48,51.55,2.15,2.23,3.48,3.52
13413,36,043,36043,218,84,5007865,4981296,16135,7198,51690249,51509884,64519,33381,3776089881,3655689412,1.35,1.17,9.69,9.67,0.34,0.25,0.13,0.14
13413,36,065,36065,15917,7114,46682384,46528588,16135,7198,51690249,51509884,234878,104180,3257314013,3140175831,98.65,98.83,90.31,90.33,6.78,6.83,1.43,1.48
13415,36,077,36077,77,50,5125170,5125170,77,50,5125170,5125170,62259,30777,2630785590,2594391877,100,100,100,100,0.12,0.16,0.19,0.2
13416,36,043,36043,2271,1021,135610376,134693576,2271,1021,135610376,134693576,64519,33381,3776089881,3655689412,100,100,100,100,3.52,3.06,3.59,3.68
13417,36,065,36065,3305,1851,3377612,3377612,3305,1851,3377612,3377612,234878,104180,3257314013,3140175831,100,100,100,100,1.41,1.78,0.1,0.11
13418,36,053,36053,255,106,13510556,13509603,255,106,13510556,13509603,73442,31757,1712714539,1696033233,100,100,100,100,0.35,0.33,0.79,0.8
13420,36,043,36043,1266,2782,596964641,563552446,1266,2782,596964641,563552446,64519,33381,3776089881,3655689412,100,100,100,100,1.96,8.33,15.81,15.42
13421,36,053,36053,11741,5184,78988803,78776937,14125,6209,109010918,108799052,73442,31757,1712714539,1696033233,83.12,83.49,72.46,72.41,15.99,16.32,4.61,4.64
13421,36,065,36065,2384,1025,30022115,30022115,14125,6209,109010918,108799052,234878,104180,3257314013,3140175831,16.88,16.51,27.54,27.59,1.01,0.98,0.92,0.96
13424,36,065,36065,2725,948,28871889,28871889,2725,948,28871889,28871889,234878,104180,3257314013,3140175831,100,100,100,100,1.16,0.91,0.89,0.92
13425,36,053,36053,139,63,8636161,8607961,1970,857,66183182,66154982,73442,31757,1712714539,1696033233,7.06,7.35,13.05,13.01,0.19,0.2,0.5,0.51
13425,36,065,36065,1831,794,57547021,57547021,1970,857,66183182,66154982,234878,104180,3257314013,3140175831,92.94,92.65,86.95,86.99,0.78,0.76,1.77,1.83
13428,36,057,36057,1635,704,41198251,40884211,1635,704,41198251,40884211,50219,23063,1062815091,1043875858,100,100,100,100,3.26,3.05,3.88,3.92
13431,36,043,36043,1935,776,84319515,83565429,2069,841,96281973,95460191,64519,33381,3776089881,3655689412,93.52,92.27,87.58,87.54,3,2.32,2.23,2.29
13431,36,065,36065,134,65,11962458,11894762,2069,841,96281973,95460191,234878,104180,3257314013,3140175831,6.48,7.73,12.42,12.46,0.06,0.06,0.37,0.38
13433,36,049,36049,1820,852,114963280,112948222,1820,852,114963280,112948222,27087,15112,3340985008,3301404174,100,100,100,100,6.72,5.64,3.44,3.42
13435,36,065,36065,286,126,539473,539473,286,126,539473,539473,234878,104180,3257314013,3140175831,100,100,100,100,0.12,0.12,0.02,0.02
13436,36,041,36041,108,582,124184085,99291384,108,582,124184085,99291384,4836,8694,4682190034,4447975965,100,100,100,100,2.23,6.69,2.65,2.23
13437,36,049,36049,46,163,59454426,59445325,460,721,250294623,248962713,27087,15112,3340985008,3301404174,10,22.61,23.75,23.88,0.17,1.08,1.78,1.8
13437,36,075,36075,414,558,190840197,189517388,460,721,250294623,248962713,122109,53598,3398279031,2464761256,90,77.39,76.25,76.12,0.34,1.04,5.62,7.69
13438,36,043,36043,543,357,43000576,42488649,3789,2123,228071232,222255886,64519,33381,3776089881,3655689412,14.33,16.82,18.85,19.12,0.84,1.07,1.14,1.16
13438,36,065,36065,3246,1766,185070656,179767237,3789,2123,228071232,222255886,234878,104180,3257314013,3140175831,85.67,83.18,81.15,80.88,1.38,1.7,5.68,5.72
13439,36,043,36043,941,401,92096805,91276824,3950,2337,224421449,223035886,64519,33381,3776089881,3655689412,23.82,17.16,41.04,40.92,1.46,1.2,2.44,2.5
13439,36,077,36077,3009,1936,132324644,131759062,3950,2337,224421449,223035886,62259,30777,2630785590,2594391877,76.18,82.84,58.96,59.08,4.83,6.29,5.03,5.08
13440,36,065,36065,42986,18723,295982840,292348383,42986,18723,295982840,292348383,234878,104180,3257314013,3140175831,100,100,100,100,18.3,17.97,9.09,9.31
13441,36,065,36065,51,15,9300659,9300659,51,15,9300659,9300659,234878,104180,3257314013,3140175831,100,100,100,100,0.02,0.01,0.29,0.3
13450,36,077,36077,104,59,6166082,6166082,104,59,6166082,6166082,62259,30777,2630785590,2594391877,100,100,100,100,0.17,0.19,0.23,0.24
13452,36,035,36035,1982,901,154443629,153720297,4629,2096,199687525,197621769,55531,28562,1380152115,1283258864,42.82,42.99,77.34,77.79,3.57,3.15,11.19,11.98
13452,36,057,36057,2647,1195,45243896,43901472,4629,2096,199687525,197621769,50219,23063,1062815091,1043875858,57.18,57.01,22.66,22.21,5.27,5.18,4.26,4.21
13454,36,043,36043,826,381,112231223,111497849,826,381,112231223,111497849,64519,33381,3776089881,3655689412,100,100,100,100,1.28,1.14,2.97,3.05
13456,36,043,36043,349,125,13060548,13060548,4164,1733,72707011,72707011,64519,33381,3776089881,3655689412,8.38,7.21,17.96,17.96,0.54,0.37,0.35,0.36
13456,36,065,36065,3815,1608,59646463,59646463,4164,1733,72707011,72707011,234878,104180,3257314013,3140175831,91.62,92.79,82.04,82.04,1.62,1.54,1.83,1.9
13459,36,057,36057,78,36,7133712,7133712,2222,1091,132214193,131861852,50219,23063,1062815091,1043875858,3.51,3.3,5.4,5.41,0.16,0.16,0.67,0.68
13459,36,077,36077,14,12,1597238,1597238,2222,1091,132214193,131861852,62259,30777,2630785590,2594391877,0.63,1.1,1.21,1.21,0.02,0.04,0.06,0.06
13459,36,095,36095,2130,1043,123483243,123130902,2222,1091,132214193,131861852,32749,17231,1622180792,1610503950,95.86,95.6,93.4,93.38,6.5,6.05,7.61,7.65
13460,36,017,36017,4412,2015,173628274,173147979,4429,2039,185663369,185181562,50477,24710,2327440864,2314279661,99.62,98.82,93.52,93.5,8.74,8.15,7.46,7.48
13460,36,053,36053,17,24,12035095,12033583,4429,2039,185663369,185181562,73442,31757,1712714539,1696033233,0.38,1.18,6.48,6.5,0.02,0.08,0.7,0.71
13461,36,065,36065,3083,1392,6004726,6004726,3083,1392,6004726,6004726,234878,104180,3257314013,3140175831,100,100,100,100,1.31,1.34,0.18,0.19
13464,36,017,36017,1189,592,99473690,99315539,1189,592,99473690,99315539,50477,24710,2327440864,2314279661,100,100,100,100,2.36,2.4,4.27,4.29
13468,36,077,36077,451,229,25471889,25191145,451,229,25471889,25191145,62259,30777,2630785590,2594391877,100,100,100,100,0.72,0.74,0.97,0.97
13469,36,065,36065,847,332,10592641,10402989,847,332,10592641,10402989,234878,104180,3257314013,3140175831,100,100,100,100,0.36,0.32,0.33,0.33
13470,36,035,36035,601,526,169594412,165253356,725,607,177646595,173305539,55531,28562,1380152115,1283258864,82.9,86.66,95.47,95.35,1.08,1.84,12.29,12.88
13470,36,043,36043,124,81,8052183,8052183,725,607,177646595,173305539,64519,33381,3776089881,3655689412,17.1,13.34,4.53,4.65,0.19,0.24,0.21,0.22
13471,36,049,36049,44,55,86494881,86384370,3540,1462,244002352,243048481,27087,15112,3340985008,3301404174,1.24,3.76,35.45,35.54,0.16,0.36,2.59,2.62
13471,36,065,36065,3496,1407,157507471,156664111,3540,1462,244002352,243048481,234878,104180,3257314013,3140175831,98.76,96.24,64.55,64.46,1.49,1.35,4.84,4.99
13472,36,043,36043,310,389,38512070,37411807,310,389,38512070,37411807,64519,33381,3776089881,3655689412,100,100,100,100,0.48,1.17,1.02,1.02
13473,36,049,36049,766,463,119923074,119488091,766,463,119923074,119488091,27087,15112,3340985008,3301404174,100,100,100,100,2.83,3.06,3.59,3.62
13475,36,043,36043,28,16,39136,39136,28,16,39136,39136,64519,33381,3776089881,3655689412,100,100,100,100,0.04,0.05,0,0
13476,36,065,36065,3032,1364,55340017,55311988,3032,1364,55340017,55311988,234878,104180,3257314013,3140175831,100,100,100,100,1.29,1.31,1.7,1.76
13477,36,065,36065,1452,593,52448071,52448071,1452,593,52448071,52448071,234878,104180,3257314013,3140175831,100,100,100,100,0.62,0.57,1.61,1.67
13478,36,065,36065,3083,1286,92710192,92687502,3083,1286,92710192,92687502,234878,104180,3257314013,3140175831,100,100,100,100,1.31,1.23,2.85,2.95
13480,36,053,36053,77,33,10318184,10318184,3532,1492,139674212,139209433,73442,31757,1712714539,1696033233,2.18,2.21,7.39,7.41,0.1,0.1,0.6,0.61
13480,36,065,36065,3455,1459,129356028,128891249,3532,1492,139674212,139209433,234878,104180,3257314013,3140175831,97.82,97.79,92.61,92.59,1.47,1.4,3.97,4.1
13483,36,065,36065,256,118,18134841,17921423,256,118,18134841,17921423,234878,104180,3257314013,3140175831,100,100,100,100,0.11,0.11,0.56,0.57
13484,36,053,36053,176,74,6604476,6604476,176,74,6604476,6604476,73442,31757,1712714539,1696033233,100,100,100,100,0.24,0.23,0.39,0.39
13485,36,017,36017,112,40,8419022,8419022,1132,545,114815012,114400134,50477,24710,2327440864,2314279661,9.89,7.34,7.33,7.36,0.22,0.16,0.36,0.36
13485,36,053,36053,785,393,88375754,87960876,1132,545,114815012,114400134,73442,31757,1712714539,1696033233,69.35,72.11,76.97,76.89,1.07,1.24,5.16,5.19
13485,36,077,36077,235,112,18020236,18020236,1132,545,114815012,114400134,62259,30777,2630785590,2594391877,20.76,20.55,15.7,15.75,0.38,0.36,0.68,0.69
13486,36,065,36065,815,368,85249543,76274708,815,368,85249543,76274708,234878,104180,3257314013,3140175831,100,100,100,100,0.35,0.35,2.62,2.43
13488,36,077,36077,98,77,10876854,10837468,98,77,10876854,10837468,62259,30777,2630785590,2594391877,100,100,100,100,0.16,0.25,0.41,0.42
13489,36,049,36049,634,305,108125275,106822500,658,316,111893905,110591130,27087,15112,3340985008,3301404174,96.35,96.52,96.63,96.59,2.34,2.02,3.24,3.24
13489,36,065,36065,24,11,3768630,3768630,658,316,111893905,110591130,234878,104180,3257314013,3140175831,3.65,3.48,3.37,3.41,0.01,0.01,0.12,0.12
13490,36,065,36065,1361,549,30647149,30647149,1361,549,30647149,30647149,234878,104180,3257314013,3140175831,100,100,100,100,0.58,0.53,0.94,0.98
13491,36,043,36043,2141,915,73579338,73476537,3641,1607,187509336,187384011,64519,33381,3776089881,3655689412,58.8,56.94,39.24,39.21,3.32,2.74,1.95,2.01
13491,36,053,36053,409,170,21510512,21510512,3641,1607,187509336,187384011,73442,31757,1712714539,1696033233,11.23,10.58,11.47,11.48,0.56,0.54,1.26,1.27
13491,36,077,36077,1091,522,92419486,92396962,3641,1607,187509336,187384011,62259,30777,2630785590,2594391877,29.96,32.48,49.29,49.31,1.75,1.7,3.51,3.56
13492,36,065,36065,11596,5173,39064665,39055977,11596,5173,39064665,39055977,234878,104180,3257314013,3140175831,100,100,100,100,4.94,4.97,1.2,1.24
13493,36,075,36075,2070,945,202560643,193054522,2070,945,202560643,193054522,122109,53598,3398279031,2464761256,100,100,100,100,1.7,1.76,5.96,7.83
13494,36,065,36065,314,608,46406526,45348993,314,608,46406526,45348993,234878,104180,3257314013,3140175831,100,100,100,100,0.13,0.58,1.42,1.44
13495,36,065,36065,2144,1037,2260355,2260355,2144,1037,2260355,2260355,234878,104180,3257314013,3140175831,100,100,100,100,0.91,1,0.07,0.07
13501,36,065,36065,38546,16932,22811781,22659189,38546,16932,22811781,22659189,234878,104180,3257314013,3140175831,100,100,100,100,16.41,16.25,0.7,0.72
13502,36,043,36043,2088,997,46354016,45982244,33257,15249,140329849,139242008,64519,33381,3776089881,3655689412,6.28,6.54,33.03,33.02,3.24,2.99,1.23,1.26
13502,36,065,36065,31169,14252,93975833,93259764,33257,15249,140329849,139242008,234878,104180,3257314013,3140175831,93.72,93.46,66.97,66.98,13.27,13.68,2.89,2.97
13601,36,045,36045,38112,16931,349335446,342202175,38158,16971,371556885,364423614,116229,57966,4810181094,3285632368,99.88,99.76,94.02,93.9,32.79,29.21,7.26,10.42
13601,36,049,36049,46,40,22221439,22221439,38158,16971,371556885,364423614,27087,15112,3340985008,3301404174,0.12,0.24,5.98,6.1,0.17,0.26,0.67,0.67
13602,36,045,36045,3881,120,25891716,25250353,3881,120,25891716,25250353,116229,57966,4810181094,3285632368,100,100,100,100,3.34,0.21,0.54,0.77
13603,36,045,36045,9760,3233,14212746,14130091,9760,3233,14212746,14130091,116229,57966,4810181094,3285632368,100,100,100,100,8.4,5.58,0.3,0.43
13605,36,045,36045,4777,2279,210673616,209099378,4777,2279,210673616,209099378,116229,57966,4810181094,3285632368,100,100,100,100,4.11,3.93,4.38,6.36
13606,36,045,36045,2716,1093,91407688,91026778,2716,1093,91407688,91026778,116229,57966,4810181094,3285632368,100,100,100,100,2.34,1.89,1.9,2.77
13607,36,045,36045,1822,1812,46758476,46173096,1822,1812,46758476,46173096,116229,57966,4810181094,3285632368,100,100,100,100,1.57,3.13,0.97,1.41
13608,36,045,36045,1462,594,91521695,90458540,1719,708,103945460,102578820,116229,57966,4810181094,3285632368,85.05,83.9,88.05,88.18,1.26,1.02,1.9,2.75
13608,36,089,36089,257,114,12423765,12120280,1719,708,103945460,102578820,111944,52133,7307493594,6942144728,14.95,16.1,11.95,11.82,0.23,0.22,0.17,0.17
13612,36,045,36045,2852,1197,46498494,45983348,2852,1197,46498494,45983348,116229,57966,4810181094,3285632368,100,100,100,100,2.45,2.07,0.97,1.4
13613,36,089,36089,2726,1224,217853719,215757308,2726,1224,217853719,215757308,111944,52133,7307493594,6942144728,100,100,100,100,2.44,2.35,2.98,3.11
13614,36,089,36089,357,171,23220973,23220973,357,171,23220973,23220973,111944,52133,7307493594,6942144728,100,100,100,100,0.32,0.33,0.32,0.33
13615,36,045,36045,1271,520,9951396,9941600,1271,520,9951396,9941600,116229,57966,4810181094,3285632368,100,100,100,100,1.09,0.9,0.21,0.3
13616,36,045,36045,1880,815,14361408,14357373,1880,815,14361408,14357373,116229,57966,4810181094,3285632368,100,100,100,100,1.62,1.41,0.3,0.44
13617,36,089,36089,11299,3836,333548448,330709940,11299,3836,333548448,330709940,111944,52133,7307493594,6942144728,100,100,100,100,10.09,7.36,4.56,4.76
13618,36,045,36045,1711,2414,137610131,130439071,1711,2414,137610131,130439071,116229,57966,4810181094,3285632368,100,100,100,100,1.47,4.16,2.86,3.97
13619,36,045,36045,9677,4170,169361192,165973783,10901,4688,287104852,282333950,116229,57966,4810181094,3285632368,88.77,88.95,58.99,58.79,8.33,7.19,3.52,5.05
13619,36,049,36049,1224,518,117743660,116360167,10901,4688,287104852,282333950,27087,15112,3340985008,3301404174,11.23,11.05,41.01,41.21,4.52,3.43,3.52,3.52
13620,36,049,36049,2197,855,120857326,119857295,2197,855,120857326,119857295,27087,15112,3340985008,3301404174,100,100,100,100,8.11,5.66,3.62,3.63
13621,36,089,36089,650,338,72601289,70465456,650,338,72601289,70465456,111944,52133,7307493594,6942144728,100,100,100,100,0.58,0.65,0.99,1.02
13622,36,045,36045,2432,1478,154265395,150678056,2432,1478,154265395,150678056,116229,57966,4810181094,3285632368,100,100,100,100,2.09,2.55,3.21,4.59
13623,36,089,36089,49,91,1026859,1026859,49,91,1026859,1026859,111944,52133,7307493594,6942144728,100,100,100,100,0.04,0.17,0.01,0.01
13624,36,045,36045,5457,3582,166472402,164245713,5457,3582,166472402,164245713,116229,57966,4810181094,3285632368,100,100,100,100,4.7,6.18,3.46,5
13625,36,089,36089,1868,1151,146504953,143347678,1868,1151,146504953,143347678,111944,52133,7307493594,6942144728,100,100,100,100,1.67,2.21,2,2.06
13626,36,045,36045,378,152,30592196,30592196,2267,1134,257720610,257188888,116229,57966,4810181094,3285632368,16.67,13.4,11.87,11.89,0.33,0.26,0.64,0.93
13626,36,049,36049,1889,982,227128414,226596692,2267,1134,257720610,257188888,27087,15112,3340985008,3301404174,83.33,86.6,88.13,88.11,6.97,6.5,6.8,6.86
13628,36,045,36045,220,99,602250,477227,220,99,602250,477227,116229,57966,4810181094,3285632368,100,100,100,100,0.19,0.17,0.01,0.01
13630,36,089,36089,1525,596,125338626,124333981,1525,596,125338626,124333981,111944,52133,7307493594,6942144728,100,100,100,100,1.36,1.14,1.72,1.79
13633,36,089,36089,345,190,53478703,51297309,345,190,53478703,51297309,111944,52133,7307493594,6942144728,100,100,100,100,0.31,0.36,0.73,0.74
13634,36,045,36045,3984,2220,118122958,114377144,3984,2220,118122958,114377144,116229,57966,4810181094,3285632368,100,100,100,100,3.43,3.83,2.46,3.48
13635,36,089,36089,1092,545,146029517,143939871,1092,545,146029517,143939871,111944,52133,7307493594,6942144728,100,100,100,100,0.98,1.05,2,2.07
13636,36,045,36045,282,112,8304333,8304333,282,112,8304333,8304333,116229,57966,4810181094,3285632368,100,100,100,100,0.24,0.19,0.17,0.25
13637,36,045,36045,4491,1832,91279143,91224000,4491,1832,91279143,91224000,116229,57966,4810181094,3285632368,100,100,100,100,3.86,3.16,1.9,2.78
13638,36,045,36045,378,164,3392678,3160012,378,164,3392678,3160012,116229,57966,4810181094,3285632368,100,100,100,100,0.33,0.28,0.07,0.1
13639,36,089,36089,243,129,50804685,50187297,243,129,50804685,50187297,111944,52133,7307493594,6942144728,100,100,100,100,0.22,0.25,0.7,0.72
13640,36,045,36045,271,923,32674895,32011485,271,923,32674895,32011485,116229,57966,4810181094,3285632368,100,100,100,100,0.23,1.59,0.68,0.97
13641,36,045,36045,91,288,810356,799487,91,288,810356,799487,116229,57966,4810181094,3285632368,100,100,100,100,0.08,0.5,0.02,0.02
13642,36,045,36045,59,23,4197728,4197728,10088,4159,478785577,469003445,116229,57966,4810181094,3285632368,0.58,0.55,0.88,0.9,0.05,0.04,0.09,0.13
13642,36,089,36089,10029,4136,474587849,464805717,10088,4159,478785577,469003445,111944,52133,7307493594,6942144728,99.42,99.45,99.12,99.1,8.96,7.93,6.49,6.7
13643,36,045,36045,19,11,93794,93794,19,11,93794,93794,116229,57966,4810181094,3285632368,100,100,100,100,0.02,0.02,0,0
13646,36,045,36045,13,11,2223180,2223180,2211,2720,304063943,278100662,116229,57966,4810181094,3285632368,0.59,0.4,0.73,0.8,0.01,0.02,0.05,0.07
